LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 12' 21.4365"" W"	"31ø 23' 52.9264"" S"	Pedro Arata esq Dr Francisco Mu¤iz	LINEA 83	Paradas Regreso	
"64ø 12' 10.8838"" W"	"31ø 23' 49.9562"" S"	Dr Faustino Tronge esq intendente Mestre	LINEA 83	Paradas Regreso	
"64ø 12' 5.0837"" W"	"31ø 23' 51.4785"" S"	Pje Benjam¡n Cruz	LINEA 83	Paradas Regreso	
"64ø 12' 1.8973"" W"	"31ø 23' 57.3341"" S"	Carlos Cassafouth esq Neuqu‚n	LINEA 83	Paradas Regreso	
"64ø 11' 51.8694"" W"	"31ø 23' 59.5318"" S"	El Chaco esq Bv Castros Barros	LINEA 83	Paradas Regreso	
"64ø 11' 47.2545"" W"	"31ø 24' 4.8955"" S"	Bv Castro Barros esq Cnel Agustin Olmedo	LINEA 83	Paradas Regreso	
"64ø 11' 42.0555"" W"	"31ø 24' 13.7014"" S"	Bv Castros Barros esq 12 de Octubre	LINEA 83	Paradas Regreso	
"64ø 11' 41.1446"" W"	"31ø 24' 30.0058"" S"	Nicolas Avellaneda esq Santa Rosa	LINEA 83	Paradas Regreso	
"64ø 11' 37.2858"" W"	"31ø 24' 37.9652"" S"	Av Colon	LINEA 83	Paradas Regreso	
"64ø 11' 21.9395"" W"	"31ø 24' 42.5403"" S"	Av Col¢n	LINEA 83	Paradas Regreso	
"64ø 11' 11.9639"" W"	"31ø 24' 45.7191"" S"	Av Col¢n y Gral Paz	LINEA 83	Paradas Regreso	
"64ø 11' 15.1867"" W"	"31ø 25' 1.4417"" S"	Av Vel‚z Sarsfield esq Caseros	LINEA 83	Paradas Regreso	
"64ø 11' 18.1667"" W"	"31ø 25' 16.1087"" S"	H. Yrigoyen esq Montevideo	LINEA 83	Paradas Regreso	
"64ø 11' 11.7645"" W"	"31ø 25' 29.9203"" S"	H. Yrigoyen esq Buenos Aires	LINEA 83	Paradas Regreso	
"64ø 11' 7.9409"" W"	"31ø 25' 37.8945"" S"	H. Yrigoyen esq Larra¤aga	LINEA 83	Paradas Regreso	
"64ø 11' 3.7075"" W"	"31ø 25' 52.2296"" S"	Av ciudad de Valparaiso esq Chile	LINEA 83	Paradas Regreso	
"64ø 11' 7.5047"" W"	"31ø 26' 8.0005"" S"	Av Ciudad Valparaiso	LINEA 83	Paradas Regreso	
"64ø 11' 9.2455"" W"	"31ø 26' 33.2022"" S"	Cruz Roja Argentina	LINEA 83	Paradas Regreso	
"64ø 10' 45.7646"" W"	"31ø 26' 30.1356"" S"	Cruz Roja Argentina	LINEA 83	Paradas Regreso	
"64ø 10' 30.0350"" W"	"31ø 26' 28.2069"" S"	Cruz Roja Argentina	LINEA 83	Paradas Regreso	
"64ø 10' 15.5002"" W"	"31ø 26' 26.6087"" S"	Cruz Roja Argentina	LINEA 83	Paradas Regreso	
"64ø 10' 7.3796"" W"	"31ø 26' 23.1514"" S"	Av Madrid	LINEA 83	Paradas Regreso	
"64ø 10' 7.3509"" W"	"31ø 26' 8.8532"" S"	Av Madrid esq Valladolid	LINEA 83	Paradas Regreso	
"64ø 09' 58.6161"" W"	"31ø 26' 3.8630"" S"	Valencia esq Zaragoza	LINEA 83	Paradas Regreso	
"64ø 09' 47.3936"" W"	"31ø 26' 3.9270"" S"	Valencia esq Extremadura	LINEA 83	Paradas Regreso	
"64ø 09' 37.7127"" W"	"31ø 26' 2.0655"" S"	Valencia esq Bilbao	LINEA 83	Paradas Regreso	
"64ø 09' 33.0924"" W"	"31ø 26' 7.6877"" S"	Bilbao esq Murcia	LINEA 83	Paradas Regreso	
"64ø 09' 28.1875"" W"	"31ø 26' 14.1499"" S"	Bilbao esq Castilla	LINEA 83	Paradas Regreso	
"64ø 09' 18.8494"" W"	"31ø 26' 14.2184"" S"	Asturias esq C diz	LINEA 83	Paradas Regreso	
"64ø 09' 7.7879"" W"	"31ø 26' 8.3628"" S"	Asturias esq Provincias Vascongadas	LINEA 83	Paradas Regreso	
"64ø 08' 55.4349"" W"	"31ø 26' 7.5387"" S"	Asturias esq Trist n Narvaja	LINEA 83	Paradas Regreso	
"64ø 08' 39.9723"" W"	"31ø 26' 7.4522"" S"	Asturias esq Diego de Torres	LINEA 83	Paradas Regreso	
"64ø 08' 30.2316"" W"	"31ø 26' 7.3506"" S"	Asturias esq Obispo Castellano	LINEA 83	Paradas Regreso	
"64ø 08' 16.5058"" W"	"31ø 26' 11.8412"" S"	Uni¢n Ferroviar¡a esq Diego Paroissien	LINEA 83	Paradas Regreso	
"64ø 08' 19.0830"" W"	"31ø 26' 19.6791"" S"	Miguel de Sess‚	LINEA 83	Paradas Regreso	
"64ø 08' 30.4418"" W"	"31ø 26' 19.0124"" S"	Miguel de Sess‚ esq Obispo Castellano	LINEA 83	Paradas Regreso	
"64ø 08' 38.9882"" W"	"31ø 26' 23.4454"" S"	Diego de Torres esq Miguel de Marmol	LINEA 83	Paradas Regreso	
"64ø 08' 39.3142"" W"	"31ø 26' 32.3696"" S"	Diego de Torres esq Morales de Albornoz	LINEA 83	Paradas Regreso	
"64ø 08' 40.3846"" W"	"31ø 26' 39.3380"" S"	Segredo esq Carabajal y Saravia	LINEA 83	Paradas Regreso	
"64ø 08' 35.5491"" W"	"31ø 26' 46.0300"" S"	Chirinos de Posadas esq Pedro Home Pesoa	LINEA 83	Paradas Regreso	
"64ø 08' 25.7197"" W"	"31ø 26' 51.6721"" S"	Chirinos de Posadas esq Don Crist¢bal de Ahumada	LINEA 83	Paradas Regreso	
"64ø 08' 22.8209"" W"	"31ø 26' 56.2492"" S"	Escalante esq Arce Cabeza de Vaca	LINEA 83	Paradas Regreso	
"64ø 08' 22.5747"" W"	"31ø 27' 2.8087"" S"	Esacalante esq Juan de Urdinola	LINEA 83	Paradas Regreso	
"64ø 08' 18.7249"" W"	"31ø 27' 5.4672"" S"	De la Guardia esq Tom s de la LLama	LINEA 83	Paradas Regreso	
"64ø 08' 1.6694"" W"	"31ø 26' 47.7655"" S"	L84 (PP)	LINEA 84	LINEA 84	
"64ø 08' 1.1756"" W"	"31ø 26' 48.0971"" S"	Tapia esq Montes de Pacheco	LINEA 84	paradas ida	
"64ø 08' 0.8348"" W"	"31ø 26' 44.7318"" S"	Tapia esq Rodriguez	LINEA 84	paradas ida	
"64ø 08' 4.7912"" W"	"31ø 26' 39.5008"" S"	Rodriguez esq Luna	LINEA 84	paradas ida	
"64ø 08' 3.8560"" W"	"31ø 26' 33.7188"" S"	De Luque esq Morales de Albornoz	LINEA 84	paradas ida	
"64ø 08' 7.3687"" W"	"31ø 26' 30.2265"" S"	Alonso de Reynoso esq Carlos Gervoni	LINEA 84	paradas ida	
"64ø 08' 19.3996"" W"	"31ø 26' 30.1744"" S"	Alonso de Reynoso esq Learte	LINEA 84	paradas ida	
"64ø 08' 19.9748"" W"	"31ø 26' 24.3580"" S"	Learte esq Miguel de Marmol	LINEA 84	paradas ida	
"64ø 08' 19.7819"" W"	"31ø 26' 17.9393"" S"	Learte esq Lucio Mansilla	LINEA 84	paradas ida	
"64ø 08' 20.2523"" W"	"31ø 26' 9.3785"" S"	Learte esq Av del Ferrocarril	LINEA 84	paradas ida	
"64ø 08' 20.2308"" W"	"31ø 26' 0.0196"" S"	Learte esq 17 de Julio	LINEA 84	paradas ida	
"64ø 08' 29.7323"" W"	"31ø 25' 58.0141"" S"	Av Sabattini esq Lisandro De La Torre	LINEA 84	paradas ida	
"64ø 08' 38.6867"" W"	"31ø 25' 58.4061"" S"	Av Sabattini esq Diego de Torres	LINEA 84	paradas ida	
"64ø 08' 49.5622"" W"	"31ø 25' 59.5373"" S"	Av Sabattini esq Ramon Ocampos	LINEA 84	paradas ida	
"64ø 08' 53.6821"" W"	"31ø 25' 57.9709"" S"	Tristan Narvaja esq Luis Braile	LINEA 84	paradas ida	
"64ø 08' 57.1628"" W"	"31ø 25' 53.5007"" S"	Guido Spano esq Ambrosio Funes	LINEA 84	paradas ida	
"64ø 09' 4.8590"" W"	"31ø 25' 52.6339"" S"	Guido Spano esq Sargento Cabral	LINEA 84	paradas ida	
"64ø 09' 13.1268"" W"	"31ø 25' 51.8578"" S"	Guido Spano esq Leonardo Da Vinci	LINEA 84	paradas ida	
"64ø 09' 22.3455"" W"	"31ø 25' 51.0399"" S"	Guido Soano esq Samuel Morse	LINEA 84	paradas ida	
"64ø 09' 31.2531"" W"	"31ø 25' 50.3304"" S"	Ferroviarios esq Cleto Pe¤a	LINEA 84	paradas ida	
"64ø 09' 38.6346"" W"	"31ø 25' 46.8219"" S"	Ferroviarios esq Rogelio Martinez	LINEA 84	paradas ida	
"64ø 09' 47.0966"" W"	"31ø 25' 45.3516"" S"	Ferroviarios esq Miguel de Unamuno	LINEA 84	paradas ida	
"64ø 09' 55.0356"" W"	"31ø 25' 44.2320"" S"	Ferroviarios esq Husares	LINEA 84	paradas ida	
"64ø 10' 3.1933"" W"	"31ø 25' 42.7761"" S"	Ferroviarios esq Pje Arribe¤os	LINEA 84	paradas ida	
"64ø 10' 9.5908"" W"	"31ø 25' 41.0133"" S"	Bajada Pucara esq Ferroviarios	LINEA 84	paradas ida	
"64ø 10' 18.0636"" W"	"31ø 25' 28.6637"" S"	Bv Juan Domingo Peron fte Nueva Terminal	LINEA 84	paradas ida	
"64ø 10' 29.4648"" W"	"31ø 25' 19.1307"" S"	Bv Juan Domingo Peron fte Terminal	LINEA 84	paradas ida	
"64ø 10' 36.4727"" W"	"31ø 25' 9.7967"" S"	San Jeronimo esq Balcarse	LINEA 84	paradas ida	
"64ø 10' 46.1252"" W"	"31ø 25' 6.9582"" S"	San Jeronimo esq Oispo Salguero	LINEA 84	paradas ida	
"64ø 11' 7.2680"" W"	"31ø 25' 0.5156"" S"	San Jeronimo esq Dean Funes	LINEA 84	paradas ida	
"64ø 11' 25.5341"" W"	"31ø 24' 55.1208"" S"	27 de Abril esq Ca¤ada	LINEA 84	paradas ida	
"64ø 11' 41.6089"" W"	"31ø 24' 50.3464"" S"	27 de Abril esq Artigas	LINEA 84	paradas ida	
"64ø 11' 48.7322"" W"	"31ø 24' 40.2217"" S"	Mariano Moreno esq 9 de Julio	LINEA 84	paradas ida	
"64ø 11' 56.5088"" W"	"31ø 24' 31.7277"" S"	Av Colon esq esq Coronel Olmedo	LINEA 84	paradas ida	
"64ø 12' 6.1788"" W"	"31ø 24' 28.4217"" S"	Av Colon esq El Chaco	LINEA 84	paradas ida	
"64ø 12' 16.5717"" W"	"31ø 24' 25.8877"" S"	Av Colon esq Neuquen	LINEA 84	paradas ida	
"64ø 12' 28.1305"" W"	"31ø 24' 22.7724"" S"	Av Colon esq Arturo Orgaz	LINEA 84	paradas ida	
"64ø 12' 43.7815"" W"	"31ø 24' 17.3407"" S"	Av Colon esq Pedro Zanni	LINEA 84	paradas ida	
"64ø 12' 38.3537"" W"	"31ø 24' 4.3871"" S"	Pedro Zanni esq La Tablada	LINEA 84	paradas ida	
"64ø 12' 34.2678"" W"	"31ø 23' 53.6762"" S"	Pedro Zanni esq Enrique Tornu	LINEA 84	paradas ida	
"64ø 12' 36.2884"" W"	"31ø 23' 42.6672"" S"	Octavio Pinto esq Pedro Chutro	LINEA 84	paradas ida	
"64ø 12' 39.9065"" W"	"31ø 23' 37.1093"" S"	Octavio Pinto esq Armengol Tecera	LINEA 84	paradas ida	
"64ø 12' 47.2482"" W"	"31ø 23' 28.2610"" S"	Octavio Pinto esq Costanera Mestre	LINEA 84	paradas ida	
"64ø 12' 56.3962"" W"	"31ø 23' 19.7494"" S"	Octavio Pinto esq Claudio Cuenca	LINEA 84	paradas ida	
"64ø 13' 3.7134"" W"	"31ø 23' 12.7301"" S"	Octavio Pinto esq Padre Galeano	LINEA 84	paradas ida	
"64ø 13' 11.6858"" W"	"31ø 23' 6.0940"" S"	Octavio Pinto esq Temistocles Castellanos	LINEA 84	paradas ida	
"64ø 13' 19.6224"" W"	"31ø 23' 4.8865"" S"	Manuel Quintana esq Ilolay	LINEA 84	paradas ida	
"64ø 13' 24.2069"" W"	"31ø 23' 9.9909"" S"	Manuel Quintana esq Martin Coronado	LINEA 84	paradas ida	
"64ø 13' 29.6678"" W"	"31ø 23' 10.6419"" S"	Mariano Larra esq Jose Correa	LINEA 84	paradas ida	
"64ø 13' 45.8963"" W"	"31ø 23' 1.0675"" S"	Mariano Larra esq Adolfo Orma	LINEA 84	paradas ida	
"64ø 13' 52.0559"" W"	"31ø 22' 53.9266"" S"	Adrian Cornejo esq Hilarion Plaza	LINEA 84	paradas ida	
"64ø 13' 54.0088"" W"	"31ø 22' 46.3975"" S"	Nicanor Carranza esq Mario Arruabarrena	LINEA 84	paradas ida	
"64ø 13' 58.8293"" W"	"31ø 22' 39.7487"" S"	Juan Beverina esq Gregorio Velez	LINEA 84	paradas ida	
"64ø 13' 51.8555"" W"	"31ø 22' 33.1413"" S"	Juan Beverina esq Fernando Fader	LINEA 84	paradas ida	
"64ø 13' 50.7188"" W"	"31ø 22' 27.1338"" S"	Luis de Tejeda esq Roque Ferreyra	LINEA 84	paradas ida	
"64ø 13' 58.0309"" W"	"31ø 22' 18.1672"" S"	Liuis de Tejeda esq Jose Bustos	LINEA 84	paradas ida	
"64ø 14' 2.4396"" W"	"31ø 22' 12.8334"" S"	Luis de Tejeda esq Jose Gigena	LINEA 84	paradas ida	
"64ø 14' 7.0875"" W"	"31ø 22' 7.3692"" S"	Luis de Tejeda esq Gregorio Gavier	LINEA 84	paradas ida	
"64ø 14' 7.8637"" W"	"31ø 22' 7.1750"" S"	L84	LINEA 84		
"64ø 14' 6.2436"" W"	"31ø 22' 7.4279"" S"	Luis de Tejeda esq Gregorio Gavier	LINEA 84	paradas de regreso	
"64ø 14' 12.9688"" W"	"31ø 22' 12.8075"" S"	Gregorio Gavier esq Fernando Fader	LINEA 84	paradas de regreso	
"64ø 14' 5.3015"" W"	"31ø 22' 21.4206"" S"	Fernando Fader esq Jose Bustos	LINEA 84	paradas de regreso	
"64ø 13' 55.6674"" W"	"31ø 22' 29.2094"" S"	Ferrnando Fader esq Roque Ferreyra	LINEA 84	paradas de regreso	
"64ø 13' 46.7684"" W"	"31ø 22' 36.5547"" S"	Fernando Fader esq Mario Arruabarrena	LINEA 84	paradas de regreso	
"64ø 13' 52.1619"" W"	"31ø 22' 42.7532"" S"	Mario Arruabarrena esq Gregorio Velez	LINEA 84	paradas de regreso	
"64ø 13' 50.2373"" W"	"31ø 22' 49.2266"" S"	Nicanor Carranza esq Adrian Cornejo	LINEA 84	paradas de regreso	
"64ø 13' 42.3129"" W"	"31ø 22' 54.0090"" S"	Nicanor Carranza esq Adolfo Orma	LINEA 84	paradas de regreso	
"64ø 13' 29.7436"" W"	"31ø 23' 2.2217"" S"	Nicanor Carranza esq Sagrada Familia	LINEA 84	paradas de regreso	
"64ø 13' 20.7927"" W"	"31ø 23' 0.5935"" S"	Octavio Pinto esq Javier Lopez	LINEA 84	paradas de regreso	
"64ø 13' 13.2705"" W"	"31ø 23' 6.4145"" S"	Octavio Pinto esq Temistocles Castellanos	LINEA 84	paradas de regreso	
"64ø 13' 5.0581"" W"	"31ø 23' 13.2469"" S"	Octavio Pinto esq Padre Galeano	LINEA 84	paradas de regreso	
"64ø 12' 58.6589"" W"	"31ø 23' 19.1899"" S"	Octavio Pinto esq Claudio Cuenca	LINEA 84	paradas de regreso	
"64ø 12' 49.1719"" W"	"31ø 23' 28.3068"" S"	Octavio Pinto esq Costanera Mestre	LINEA 84	paradas de regreso	
"64ø 12' 47.7227"" W"	"31ø 23' 38.8182"" S"	Monse¤or de Andrea esq Miguel Gorman	LINEA 84	paradas de regreso	
"64ø 12' 49.2176"" W"	"31ø 23' 42.7115"" S"	Monse¤or de Andrea esq Pedro Arata	LINEA 84	paradas de regreso	
"64ø 12' 52.9114"" W"	"31ø 23' 50.5834"" S"	Monse¤or de Andrea esq 12 de Octubre	LINEA 84	paradas de regreso	
"64ø 12' 58.8711"" W"	"31ø 24' 4.5677"" S"	Monse¤or de Andrea esq La Rioja	LINEA 84	paradas de regreso	
"64ø 12' 58.7933"" W"	"31ø 24' 14.2271"" S"	Av Colon esq Mariano Castex	LINEA 84	paradas de regreso	
"64ø 12' 47.1652"" W"	"31ø 24' 18.1371"" S"	Av Colon esq Pedro Zanni	LINEA 84	paradas de regreso	
"64ø 12' 34.9410"" W"	"31ø 24' 22.0735"" S"	Av Colon esq Francisco Mu¤iz	LINEA 84	paradas de regreso	
"64ø 12' 23.3876"" W"	"31ø 24' 25.4052"" S"	Av Colon esq Paseo de la Reforma	LINEA 84	paradas de regreso	
"64ø 12' 9.3089"" W"	"31ø 24' 29.5030"" S"	Av Colon esq El Chaco	LINEA 84	paradas de regreso	
"64ø 11' 49.2945"" W"	"31ø 24' 35.4282"" S"	Av Colon esq Rodriguez Pe¤a	LINEA 84	paradas de regreso	
"64ø 11' 30.6383"" W"	"31ø 24' 40.8577"" S"	Av Colon esq Figueroa Alcorta	LINEA 84	paradas de regreso	
"64ø 11' 19.4778"" W"	"31ø 24' 43.8506"" S"	Av Colon esq Sucre	LINEA 84	paradas de regreso	
"64ø 11' 4.9771"" W"	"31ø 24' 48.4943"" S"	Av Colon esq Rivera Indarte	LINEA 84	paradas de regreso	
"64ø 10' 54.8706"" W"	"31ø 24' 51.5588"" S"	Av Olmos esq Rivadavia	LINEA 84	paradas de regreso	
"64ø 10' 45.9347"" W"	"31ø 24' 54.0344"" S"	Av Olmos esq Av Maipu	LINEA 84	paradas de regreso	
"64ø 10' 35.0624"" W"	"31ø 25' 0.8578"" S"	Bv Guzman esq Rosario de Santa Fe	LINEA 84	paradas de regreso	
"64ø 10' 29.4437"" W"	"31ø 25' 21.0367"" S"	Bv Juan Domingo Peron fte Terminal	LINEA 84	paradas de regreso	
"64ø 10' 17.8726"" W"	"31ø 25' 29.6790"" S"	Bv Juan Domingo Peron fte Nueva Terminal	LINEA 84	paradas de regreso	
"64ø 10' 6.9505"" W"	"31ø 25' 42.4656"" S"	Ferroviarios esq Arribe¤os	LINEA 84	paradas de regreso	
"64ø 09' 57.0404"" W"	"31ø 25' 44.5708"" S"	Ferroviarios esq Husares	LINEA 84	paradas de regreso	
"64ø 09' 49.1038"" W"	"31ø 25' 45.9609"" S"	Ferroviarios esq Miguel de Unamuno	LINEA 84	paradas de regreso	
"64ø 09' 40.4790"" W"	"31ø 25' 47.3994"" S"	Ferroviarios esq Rogelio Martinez	LINEA 84	paradas de regreso	
"64ø 09' 33.2877"" W"	"31ø 25' 50.9384"" S"	Ferroviarios esq Cleto Pe¤a	LINEA 84	paradas de regreso	
"64ø 09' 24.0410"" W"	"31ø 25' 51.6630"" S"	Guido Spano esq Samuel Morse	LINEA 84	paradas de regreso	
"64ø 09' 14.6878"" W"	"31ø 25' 52.5563"" S"	Guido Spano esq Leonardo da Vinci	LINEA 84	paradas de regreso	
"64ø 09' 6.7730"" W"	"31ø 25' 53.3128"" S"	Guido Spano esq Sargento Cabral	LINEA 84	paradas de regreso	
"64ø 08' 58.7902"" W"	"31ø 25' 54.0234"" S"	Guido Spano esq Ambrosio Funes	LINEA 84	paradas de regreso	
"64ø 08' 58.3066"" W"	"31ø 25' 58.9103"" S"	Ambrosio Funes esq Sabattini	LINEA 84	paradas de regreso	
"64ø 08' 51.1562"" W"	"31ø 26' 0.8530"" S"	Av Sabattini esq Ramon Ocampos	LINEA 84	paradas de regreso	
"64ø 08' 41.0518"" W"	"31ø 26' 0.0072"" S"	Av Sabattini esq Diego de Torres	LINEA 84	paradas de regreso	
"64ø 08' 27.7730"" W"	"31ø 25' 59.9351"" S"	Av Sabattini esq Obispo Castellanos	LINEA 84	paradas de regreso	
"64ø 08' 21.1898"" W"	"31ø 26' 0.6492"" S"	Leartes esq 17 de Julio	LINEA 84	paradas de regreso	
"64ø 08' 21.3906"" W"	"31ø 26' 8.3316"" S"	Leartes esq Av del Ferrocarril	LINEA 84	paradas de regreso	
"64ø 08' 21.4677"" W"	"31ø 26' 16.6304"" S"	Leartes esq Lucio Mansilla	LINEA 84	paradas de regreso	
"64ø 08' 20.9444"" W"	"31ø 26' 22.9301"" S"	Leartes esq Miguel de Marmol	LINEA 84	paradas de regreso	
"64ø 08' 16.9347"" W"	"31ø 26' 28.3973"" S"	Av Los Sauces esq Union Ferroviaria	LINEA 84	paradas de regreso	
"64ø 08' 9.1504"" W"	"31ø 26' 28.5600"" S"	Av de Los Sauces esq Carlos Gervoni	LINEA 84	paradas de regreso	
"64ø 08' 0.3097"" W"	"31ø 26' 28.8203"" S"	Av de Los Sauces esq Maria de La Serna	LINEA 84	paradas de regreso	
"64ø 08' 3.2160"" W"	"31ø 26' 32.7509"" S"	Morales de Alvornoz esq De Luque	LINEA 84	paradas de regreso	
"64ø 08' 4.5308"" W"	"31ø 26' 37.4541"" S"	De luque esq Alonso de Miranda	LINEA 84	paradas de regreso	
"64ø 08' 8.4195"" W"	"31ø 26' 40.7115"" S"	Luna esq Cartos	LINEA 84	paradas de regreso	
"64ø 08' 11.5932"" W"	"31ø 26' 42.7446"" S"	Luna esq Aran	LINEA 84	paradas de regreso	
"64ø 08' 7.3900"" W"	"31ø 26' 47.8824"" S"	Aran esq Rodriguez	LINEA 84	paradas de regreso	
"64ø 08' 2.1908"" W"	"31ø 26' 47.8006"" S"	Montes Pacheco esq Tapia	LINEA 84	paradas de regreso	
"64ø 14' 18.6593"" W"	"31ø 22' 22.8859"" S"	D80 (PP)	LINEA DIFERENCIAL 80	LINEA DIFERENCIAL 80	
"64ø 10' 32.8493"" W"	"31ø 26' 10.5236"" S"	D80	LINEA DIFERENCIAL 80	LINEA DIFERENCIAL 80	
"64ø 14' 18.8933"" W"	"31ø 22' 22.9268"" S"	Roque Funes esq Gregorio Velez	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 28.2725"" W"	"31ø 22' 31.9773"" S"	Roque Funes esq Hilarion Plaza	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 32.5116"" W"	"31ø 22' 37.3440"" S"	Roque Funesw esq Juan Lafinur	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 37.6626"" W"	"31ø 22' 43.6582"" S"	Roque Funes esq Jose Cortajarena	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 35.4751"" W"	"31ø 22' 48.6586"" S"	Menendez Pidal esq Figueroa y Mendoza	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 25.7260"" W"	"31ø 22' 54.4159"" S"	Menendez Pidal esq Victorino Rodriguez	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 14.4904"" W"	"31ø 22' 57.8069"" S"	Menendez Pidal esq Roque Ferreyra	LINEA DIFERENCIAL 80	paradas ida	
"64ø 14' 2.0281"" W"	"31ø 23' 5.1088"" S"	Menendez Pidal esq Jose Maturana	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 55.0614"" W"	"31ø 23' 8.8698"" S"	Menendez Pidal esq Adolfo Orma	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 46.2077"" W"	"31ø 23' 11.3344"" S"	Menendez Pidal esq Pastor Gimenez	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 40.9369"" W"	"31ø 23' 11.2975"" S"	Jose Barros Pasos esq Mariano Pelliza	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 36.3893"" W"	"31ø 23' 11.4852"" S"	Sagrada Familia esq Juan Lafinur	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 29.0137"" W"	"31ø 23' 11.5285"" S"	Mariano Larra esq Javier Lopez	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 22.1879"" W"	"31ø 23' 8.4240"" S"	Javier Lopez esq Andres Lamas	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 14.7051"" W"	"31ø 23' 4.9614"" S"	Octavio Pinto esq Democracia	LINEA DIFERENCIAL 80	paradas ida	
"64ø 13' 0.3390"" W"	"31ø 23' 17.1472"" S"	Octavio Pinto esq Rufino Cuervo	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 48.3065"" W"	"31ø 23' 28.4996"" S"	Octavio Pinto esq Costanera Mestre	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 47.1582"" W"	"31ø 23' 38.5070"" S"	Monse¤or de Andrea esq Miguel Gorman	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 52.4135"" W"	"31ø 23' 50.2673"" S"	Monse¤or de Andrea esq 12 de Octubre	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 58.6893"" W"	"31ø 24' 4.3812"" S"	Monse¤or de Andrea esq La Rioja	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 58.3246"" W"	"31ø 24' 14.0776"" S"	Av Colon esq Mariano Castex	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 47.1035"" W"	"31ø 24' 17.6088"" S"	Av Colon esq Pedro Zanni	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 34.7067"" W"	"31ø 24' 21.3387"" S"	Av Colon esq Francisco Mu¤iz	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 24.0064"" W"	"31ø 24' 24.3847"" S"	Av Colon esq Paseo de la Reforma	LINEA DIFERENCIAL 80	paradas ida	
"64ø 12' 8.6472"" W"	"31ø 24' 29.1418"" S"	Av Colon esq El Chaco	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 49.6762"" W"	"31ø 24' 34.8225"" S"	Av Colon esq Rodriguez Pe¤a	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 31.7787"" W"	"31ø 24' 39.8583"" S"	Av Colon esq Figueroa Alcorta	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 19.3374"" W"	"31ø 24' 43.5302"" S"	Av Colon esq Sucre	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 11.3599"" W"	"31ø 24' 52.3989"" S"	Av Gral Paz esq 9 de Julio	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 15.7137"" W"	"31ø 25' 2.2676"" S"	Av Velez Sarsfield esq Caseros	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 18.6940"" W"	"31ø 25' 15.7902"" S"	Av Hipolito Yrigoyen esq Montevideo	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 13.0582"" W"	"31ø 25' 27.8412"" S"	Av Hipolito Yrigoyen esq Obispo Oro	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 7.8025"" W"	"31ø 25' 38.8581"" S"	Av Hipolito Yrigoyen esq Larra¤aga	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 3.9802"" W"	"31ø 25' 52.5569"" S"	Av Ciudad Valparaiso esq Chile	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 7.6436"" W"	"31ø 26' 0.6524"" S"	Av Los Nogales	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 17.0811"" W"	"31ø 26' 8.6937"" S"	Enrique Barros	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 22.0577"" W"	"31ø 26' 17.5744"" S"	Haya de la Torre esq Fte Pabellon Argentina	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 30.4662"" W"	"31ø 26' 14.8000"" S"	Haya de la Torre esq Medina Allende	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 34.8742"" W"	"31ø 26' 26.0217"" S"	Maestro Lopez Fte Inst Hellen Keller	LINEA DIFERENCIAL 80	paradas ida	
"64ø 11' 38.3817"" W"	"31ø 26' 32.0333"" S"	Maestro Lopez Fte UTN	LINEA DIFERENCIAL 80	paradas ida	
