LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 11' 28.7187"" W"	"31ø 26' 4.9064"" S"	Medina Allende	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 26.6017"" W"	"31ø 25' 58.5197"" S"	Venezuela Esq. Independencia	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 41.8637"" W"	"31ø 25' 52.5981"" S"	Gral. Manuel Belgrano Esq. Santiago Temple	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 37.7727"" W"	"31ø 25' 44.7608"" S"	Gral. Manuel Belgrano Esq. Peru	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 32.8820"" W"	"31ø 25' 32.1672"" S"	Gral. Manuel Belgrano Esq. Fructuoso Rivera	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 29.3101"" W"	"31ø 25' 23.9603"" S"	Gral. Manuel Belgrano Esq. Laprida	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 23.0188"" W"	"31ø 25' 14.1937"" S"	Gral. Manuel Belgrano Esq. Bv. San Juan	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 17.1715"" W"	"31ø 24' 55.6181"" S"	Gral. Manuel Belgrano Esq. 27 de Abril	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 13.3489"" W"	"31ø 24' 46.2049"" S"	Tucuman Esq. Av. Colon	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 9.1325"" W"	"31ø 24' 36.5125"" S"	Tucuman Esq. La Rioja	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 15.5560"" W"	"31ø 24' 29.6845"" S"	Humberto Primo Esq. Jujuy	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 14.8157"" W"	"31ø 24' 17.1006"" S"	Gral. Lavalleja Esq. 12 de Octubre	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 12.4308"" W"	"31ø 24' 6.8905"" S"	Gral. Lavalleja Esq. Gral. Bustos	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 8.9853"" W"	"31ø 23' 59.2525"" S"	Gral. Lavelleja Esq. Juan de Campillo	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 6.0547"" W"	"31ø 23' 52.0758"" S"	Gral. Lavalleja Esq. Jeronimo Luis de Cabrera	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 14.1847"" W"	"31ø 23' 45.9010"" S"	Gral. Justo Jose de Urquiza Esq. Jeronimo Luis de Cabrera	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 9.7291"" W"	"31ø 23' 36.1337"" S"	Gral. Justo Jose de Urquiza Esq.Antonio del Viso	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 4.6525"" W"	"31ø 23' 33.1153"" S"	Jose Baigorri Esq. Mariano Fragueiro	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.0772"" W"	"31ø 23' 28.6175"" S"	Gral. Lavalleja Esq. Dr. Manuel Lucero	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.1247"" W"	"31ø 23' 15.9774"" S"	Gral. Lavalleja Esq. Fray Luis Torres	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.2942"" W"	"31ø 23' 5.1002"" S"	Gral. Lavalleja Esq. Calderon de la Barca	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.1759"" W"	"31ø 22' 54.9503"" S"	Gral. Lavalleja Esq. Bartolome Argensola	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.3207"" W"	"31ø 22' 44.3500"" S"	Gral. Lavalleja Esq. Pje. Angel Pacheco	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.3629"" W"	"31ø 22' 36.7302"" S"	Gral. Lavalleja Esq. Juan Diaz Solis	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 56.1429"" W"	"31ø 22' 27.7391"" S"	Gral. Lavalleja Esq. Alta Gracia	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 58.2345"" W"	"31ø 22' 20.7923"" S"	Unquillo Esq. 15 de Septiembre	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.6079"" W"	"31ø 22' 13.8953"" S"	Mariano Fragueiro Esq. Saldan	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.4479"" W"	"31ø 22' 8.2467"" S"	Mariano Fragueiro Esq. De Constanz	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.5268"" W"	"31ø 22' 0.1939"" S"	Mariano Fragueiro Esq. Igancio Tolosa	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.5304"" W"	"31ø 21' 54.6739"" S"	Mariano Fragueiro Esq. Jose Jening	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.7708"" W"	"31ø 21' 45.8440"" S"	Mariano Fragueiro Esq. Sabino O Donell	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.6968"" W"	"31ø 21' 35.9179"" S"	Mariano Fragueiro	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.6933"" W"	"31ø 21' 29.0719"" S"	Mariano Fragueiro Esq. Calle Publica	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 4.3735"" W"	"31ø 21' 22.7262"" S"	Mariano Fragueiro Esq. Colectora	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 6.5223"" W"	"31ø 21' 17.0475"" S"	Mackay Gordon Esq. Anchorena	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 6.0746"" W"	"31ø 21' 11.3510"" S"	Mackay Gordon Esq. Anasagasti	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 1.6532"" W"	"31ø 21' 7.8094"" S"	Jose Eduardo Newbery Esq. Felipe Beltrame	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 52.9763"" W"	"31ø 21' 8.8592"" S"	Jorge Eduardo Newbery Esq. Teodoro Felds	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 47.0520"" W"	"31ø 21' 9.9305"" S"	Jorge Eduardo Newbery Esq. Pilo Origone	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 38.3394"" W"	"31ø 21' 10.6162"" S"	Jorge Eduardo Newbery Esq. Antonio de Marchi	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 31.1831"" W"	"31ø 21' 14.4029"" S"	Alfonsina Storni Esq. Estanislao del Campo	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 23.2667"" W"	"31ø 21' 14.4855"" S"	Alfonsina Storni Esq. Eduardo Wilde	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 17.8239"" W"	"31ø 21' 14.7030"" S"	Alfonsina Storni Esq. Jose Silva	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 10' 6.4980"" W"	"31ø 21' 14.3663"" S"	Alfonsina Storni Esq. Jose Marmol	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 09' 57.8530"" W"	"31ø 21' 14.6552"" S"	Alfonsina Storni Esq. Miguel Cane	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 09' 51.2074"" W"	"31ø 21' 16.3999"" S"	Alfonsina Storni Esq. Juan Montalvo	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 09' 39.5439"" W"	"31ø 21' 19.8472"" S"	Alfonsina Storni Esq. Ricardo Guiraldes	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 09' 30.3194"" W"	"31ø 21' 22.3241"" S"	Alfonsina Storni Esq. Ricardo Gutierrez	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 15' 8.1857"" W"	"31ø 27' 48.7331"" S"	L30B		B30 Ida	
"64ø 15' 7.2756"" W"	"31ø 27' 49.0671"" S"	Colonia Impira 3900		B30 Ida	
"64ø 15' 0.8016"" W"	"31ø 27' 49.1598"" S"	Colonia Impira 3600		B30 Ida	
"64ø 14' 51.7595"" W"	"31ø 27' 49.1624"" S"	Colonia Impira 3300		B30 Ida	
"64ø 14' 40.7678"" W"	"31ø 27' 49.3383"" S"	Colonia Impira 3000		B30 Ida	
"64ø 14' 31.0820"" W"	"31ø 27' 48.7485"" S"	Colonia Impira 2800		B30 Ida	
"64ø 14' 18.4626"" W"	"31ø 27' 51.2143"" S"	6 de Septiembre 4600		B30 Ida	
"64ø 14' 12.8213"" W"	"31ø 27' 54.9009"" S"	Rosario del Dorado 2200		B30 Ida	
"64ø 14' 4.2722"" W"	"31ø 27' 58.5103"" S"	Ralico y Ca¤ada de Luque		B30 Ida	
"64ø 13' 59.6356"" W"	"31ø 28' 2.3870"" S"	Ralico y El Tajamar		B30 Ida	
"64ø 13' 51.9064"" W"	"31ø 28' 6.7179"" S"	Av Casado 1800		B30 Ida	
"64ø 13' 45.6859"" W"	"31ø 28' 1.4472"" S"	Av Casado 1700		B30 Ida	
"64ø 13' 39.5223"" W"	"31ø 27' 56.4200"" S"	Av Casado 1600		B30 Ida	
"64ø 13' 33.1494"" W"	"31ø 27' 53.1468"" S"	Lago Argentino 1900		B30 Ida	
"64ø 13' 26.9548"" W"	"31ø 27' 58.9006"" S"	Lago Argentino y Armada Argentina		B30 Ida	1
"64ø 13' 45.9111"" W"	"31ø 28' 16.2497"" S"	Av Armada Argentina 1900		B30 Ida	
"64ø 14' 2.2835"" W"	"31ø 28' 29.6474"" S"	Av. Armada Argentina ‚ Indiana		B30 Ida	
"64ø 13' 57.9268"" W"	"31ø 28' 40.1365"" S"	Cottolengo y Cayuqueo		B30 Ida	
"64ø 13' 54.2942"" W"	"31ø 28' 45.3162"" S"	Altos del Chipion y Cajamarca		B30 Ida	
"64ø 13' 47.6961"" W"	"31ø 28' 46.6659"" S"	Cajamarca 1800		B30 Ida	
"64ø 13' 39.5795"" W"	"31ø 28' 46.7439"" S"	Cajamarca 1600		B30 Ida	
"64ø 13' 31.1462"" W"	"31ø 28' 47.5455"" S"	Cajamarca y Forestieri		B30 Ida	
"64ø 13' 24.7804"" W"	"31ø 28' 39.6267"" S"	Rio Negro Y Provincias Unidas		B30 Ida	
"64ø 13' 19.2715"" W"	"31ø 28' 31.0097"" S"	Av De Mayo y Caracas		B30 Ida	
"64ø 13' 10.3165"" W"	"31ø 28' 33.0527"" S"	Av De Mayo 400		B30 Ida	
"64ø 13' 0.8465"" W"	"31ø 28' 35.0269"" S"	Av de Mayo 600		B30 Ida	
"64ø 12' 50.2868"" W"	"31ø 28' 36.9247"" S"	Av De Mayo 900		B30 Ida	
"64ø 12' 44.1569"" W"	"31ø 28' 37.9603"" S"	Av de Mayio Y La Falda		B30 Ida	
"64ø 12' 45.3754"" W"	"31ø 28' 44.2689"" S"	La Falda 5600		B30 Ida	
"64ø 12' 46.4233"" W"	"31ø 28' 48.2853"" S"	La Falda 5800		B30 Ida	
"64ø 12' 39.8591"" W"	"31ø 29' 0.9454"" S"	Laboulaye Plaza		B30 Ida	
"64ø 12' 28.6677"" W"	"31ø 29' 1.1881"" S"	Laboulaye 300		B30 Ida	
"64ø 12' 23.2223"" W"	"31ø 29' 1.3005"" S"	Laboulaye 100		B30 Ida	
"64ø 12' 15.9475"" W"	"31ø 29' 4.9128"" S"	Av V‚lez Sarsfield y Rio Tercero		B30 Ida	
"64ø 12' 41.8570"" W"	"31ø 29' 44.5355"" S"	Av V‚lez Sarsfield (frente quemadero)		B30 Ida	
"64ø 12' 41.1421"" W"	"31ø 29' 56.0385"" S"	Calle publica s/n		B30 Ida	
"64ø 12' 36.1120"" W"	"31ø 29' 58.3320"" S"	Calle publica s/n		B30 Ida	1
"64ø 12' 36.1120"" W"	"31ø 29' 58.3320"" S"	Calle publica s/n		B30 Ida	
"64ø 12' 26.6896"" W"	"31ø 29' 58.1592"" S"	Calle publica s/n		B30 Ida	
"64ø 12' 5.3565"" W"	"31ø 29' 57.8293"" S"	Calle publica s/n		B30 Ida	
"64ø 12' 14.6836"" W"	"31ø 29' 58.0299"" S"	Calle publica s/n		B30 Ida	
"64ø 11' 55.1195"" W"	"31ø 29' 57.9546"" S"	Calle publica s/n		B30 Ida	
"64ø 11' 44.9430"" W"	"31ø 29' 57.8615"" S"	Calle publica s/n		B30 Ida	
"64ø 11' 34.5684"" W"	"31ø 29' 57.9568"" S"	Calle publica s/n		B30 Ida	
"64ø 11' 26.3701"" W"	"31ø 30' 0.7584"" S"	Calle publica s/n		B30 Ida	
"64ø 11' 26.0292"" W"	"31ø 30' 17.8941"" S"	Calle publica s/n y Valparaiso		B30 Ida	
"64ø 11' 34.3245"" W"	"31ø 30' 18.1281"" S"	Calle Publica s/n		B30 Ida	
"64ø 12' 41.1421"" W"	"31ø 29' 56.0385"" S"	Calle publica s/n		B30 Ida	1
"64ø 12' 48.2810"" W"	"31ø 28' 58.7042"" S"	La Falda y Lavulaye		B30 Ida	
"64ø 11' 38.5248"" W"	"31ø 30' 18.7380"" S"	L30B		B30 Regreso	
"64ø 11' 34.2636"" W"	"31ø 30' 18.5962"" S"	Calle Publica s/n		B30 Regreso	1
"64ø 11' 25.8869"" W"	"31ø 30' 18.5129"" S"	Calle publica s/n y Valparaiso		B30 Regreso	1
"64ø 11' 26.3701"" W"	"31ø 30' 0.7584"" S"	Calle publica s/n		B30 Regreso	1
"64ø 11' 34.5684"" W"	"31ø 29' 57.9568"" S"	Calle publica s/n		B30 Regreso	1
"64ø 11' 44.9430"" W"	"31ø 29' 57.8615"" S"	Calle publica s/n		B30 Regreso	1
"64ø 11' 55.1195"" W"	"31ø 29' 57.9546"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 5.3565"" W"	"31ø 29' 57.8293"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 14.6580"" W"	"31ø 29' 57.7887"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 26.9179"" W"	"31ø 29' 57.8624"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 36.1720"" W"	"31ø 29' 58.1264"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 40.3173"" W"	"31ø 29' 56.0568"" S"	Calle publica s/n		B30 Regreso	1
"64ø 12' 41.3589"" W"	"31ø 29' 45.0220"" S"	Av V‚lez Sarsfield frente quemadero		B30 Regreso	1
"64ø 12' 16.7735"" W"	"31ø 29' 1.0095"" S"	Laboulaye al 90		B30 Regreso	1
"64ø 12' 21.5263"" W"	"31ø 29' 0.8295"" S"	Laboulaye 200		B30 Regreso	1
"64ø 12' 25.9526"" W"	"31ø 29' 0.6467"" S"	Laboulaye al 300		B30 Regreso	1
"64ø 12' 38.7292"" W"	"31ø 29' 0.3357"" S"	Lavoulaye al 500		B30 Regreso	1
"64ø 12' 43.0556"" W"	"31ø 29' 0.3048"" S"	Laboulaye y Molinari		B30 Regreso	1
"64ø 12' 46.3596"" W"	"31ø 29' 0.2942"" S"	Laboulaye y La Cumbre		B30 Regreso	1
"64ø 12' 45.9510"" W"	"31ø 28' 48.7937"" S"	La Falda al 5800		B30 Regreso	
"64ø 12' 48.8762"" W"	"31ø 28' 41.4969"" S"	Gobernacion y Calamuchita		B30 Regreso	1
"64ø 12' 57.0838"" W"	"31ø 28' 39.8558"" S"	Gobernacion Y Baranquilla		B30 Regreso	
"64ø 13' 4.9471"" W"	"31ø 28' 38.4285"" S"	Gobernacion y Pilcomayo		B30 Regreso	
"64ø 13' 14.5198"" W"	"31ø 28' 36.1725"" S"	Gobernacion y Nieva		B30 Regreso	
"64ø 13' 22.7918"" W"	"31ø 28' 34.5949"" S"	Gobernacion Y R Negro		B30 Regreso	
"64ø 13' 26.2470"" W"	"31ø 28' 42.1981"" S"	R Negro Y Mercedes		B30 Regreso	
"64ø 13' 34.4709"" W"	"31ø 28' 46.2689"" S"	Cajamarca y Congreso		B30 Regreso	
"64ø 13' 45.0947"" W"	"31ø 28' 46.2451"" S"	Cajamarca y Alto del Tala		B30 Regreso	
"64ø 13' 52.6414"" W"	"31ø 28' 46.2990"" S"	Cajamarca y Altos de Chiprion		B30 Regreso	
"64ø 13' 55.9448"" W"	"31ø 28' 41.6588"" S"	Cottolengo Y Mercedes		B30 Regreso	
"64ø 14' 3.0175"" W"	"31ø 28' 35.7192"" S"	Cottolengo y Jocsima		B30 Regreso	
"64ø 13' 52.1163"" W"	"31ø 28' 22.8484"" S"	Av. Argentina y Bogot 		B30 Regreso	
"64ø 13' 39.0016"" W"	"31ø 28' 11.3973"" S"	Av. Argentina y C Perchel		B30 Regreso	
"64ø 13' 26.4082"" W"	"31ø 27' 58.8956"" S"	Lago Argentino y Av.Armada  Argentina		B30 Regreso	
"64ø 13' 32.7338"" W"	"31ø 27' 53.0319"" S"	Lago Argentino y R Gallego		B30 Regreso	1
"64ø 13' 40.1861"" W"	"31ø 27' 56.2521"" S"	Av Casado al 1600		B30 Regreso	1
"64ø 13' 46.5091"" W"	"31ø 28' 1.4937"" S"	Av Casado al 1700		B30 Regreso	1
"64ø 13' 53.1210"" W"	"31ø 28' 6.7949"" S"	Av Casado al 1800		B30 Regreso	
"64ø 13' 58.4146"" W"	"31ø 28' 2.3913"" S"	Ralico y El Tajamar		B30 Regreso	
"64ø 14' 3.3340"" W"	"31ø 27' 58.3999"" S"	Ralico y C de Luque		B30 Regreso	
"64ø 14' 13.4267"" W"	"31ø 27' 54.3069"" S"	Rosario del Dorado al 2200		B30 Regreso	1
"64ø 14' 18.0484"" W"	"31ø 27' 51.3978"" S"	6 de Septiembre		B30 Regreso	1
"64ø 14' 32.4604"" W"	"31ø 27' 48.4163"" S"	Colonia Impira 2800		B30 Regreso	1
"64ø 14' 40.7641"" W"	"31ø 27' 48.4558"" S"	Colonia Impira al 3000		B30 Regreso	
"64ø 14' 46.1709"" W"	"31ø 27' 48.3388"" S"	Colonia Impira al 3300		B30 Regreso	1
"64ø 14' 55.0927"" W"	"31ø 27' 48.6078"" S"	Colonia Impira al 3600		B30 Regreso	
"64ø 15' 8.2405"" W"	"31ø 27' 48.4847"" S"	Colonia Impira al 3900		B30 Regreso	
"64ø 08' 7.3905"" W"	"31ø 28' 51.0030"" S"	L80 (PP)	LINEA 80	LINEA 80	
"64ø 14' 26.5493"" W"	"31ø 22' 30.6820"" S"	L80	LINEA 80	LINEA 80	
"64ø 08' 9.0330"" W"	"31ø 28' 50.4290"" S"	Mu¤ecas esq Manuel de Obarrio	LINEA 80	paradas ida	
"64ø 08' 15.1630"" W"	"31ø 28' 50.5714"" S"	Mu¤ecas esq Rafael Ortiguera	LINEA 80	paradas ida	
"64ø 08' 20.7983"" W"	"31ø 28' 50.4118"" S"	Mu¤ecas esq  Rufino de Elizalde	LINEA 80	paradas ida	
"64ø 08' 26.0365"" W"	"31ø 28' 50.3636"" S"	Mu¤ecas esq Juan Estomba	LINEA 80	paradas ida	
"64ø 08' 34.5536"" W"	"31ø 28' 50.1563"" S"	Mu¤ecas esq Ruiz Huidobro	LINEA 80	paradas ida	
"64ø 08' 42.6737"" W"	"31ø 28' 49.8945"" S"	Mu¤ecas esq Juan Baldrich	LINEA 80	paradas ida	
"64ø 08' 50.9622"" W"	"31ø 28' 50.1566"" S"	Mu¤ecas esq 11 de Septiembre	LINEA 80	paradas ida	
"64ø 08' 51.3392"" W"	"31ø 28' 38.4297"" S"	11 de Septiembre esq El Quebracho	LINEA 80	paradas ida	
"64ø 08' 51.1110"" W"	"31ø 28' 32.6814"" S"	11 de Septiembre esq San Andres	LINEA 80	paradas ida	
"64ø 08' 51.5939"" W"	"31ø 28' 15.2814"" S"	11 de Septiembre esq publica	LINEA 80	paradas ida	
"64ø 08' 51.4268"" W"	"31ø 28' 3.0476"" S"	11 de Septiembre esq De Las Exposiciones	LINEA 80	paradas ida	
"64ø 08' 50.7317"" W"	"31ø 27' 52.5198"" S"	11 de Septiembre esq De Las Leyes Agrarias	LINEA 80	paradas ida	
"64ø 08' 50.6267"" W"	"31ø 27' 47.1354"" S"	11 de Septiembre esq Publica	LINEA 80	paradas ida	
"64ø 08' 52.6937"" W"	"31ø 27' 21.9879"" S"	11 de Septiembre esq Publica	LINEA 80	paradas ida	
"64ø 08' 52.7634"" W"	"31ø 27' 13.7129"" S"	11 de Septiembre esq Juan Jufre	LINEA 80	paradas ida	
"64ø 08' 52.6469"" W"	"31ø 27' 2.8612"" S"	11 de Septiembre esq Publica	LINEA 80	paradas ida	
"64ø 08' 53.5158"" W"	"31ø 26' 54.7421"" S"	11 de Septiembre esq Publica	LINEA 80	paradas ida	
"64ø 08' 54.0443"" W"	"31ø 26' 44.0560"" S"	11 de Septiembre esq Trenque Lauquen	LINEA 80	paradas ida	
"64ø 08' 54.0037"" W"	"31ø 26' 37.4360"" S"	11 de Septiembre esq Octubia	LINEA 80	paradas ida	
"64ø 08' 53.8742"" W"	"31ø 26' 32.5118"" S"	11 de Septiembre esq Villegas	LINEA 80	paradas ida	
"64ø 09' 3.6831"" W"	"31ø 26' 30.2922"" S"	Av Pilar esq Pergamino	LINEA 80	paradas ida	
"64ø 09' 4.5632"" W"	"31ø 26' 33.0390"" S"	Av Pilar esq Verges	LINEA 80	paradas ida	
"64ø 09' 12.7304"" W"	"31ø 26' 33.2250"" S"	Verges esq Casta¤ares	LINEA 80	paradas ida	
"64ø 09' 23.6372"" W"	"31ø 26' 33.3727"" S"	Verges esq Matanza	LINEA 80	paradas ida	
"64ø 09' 32.2716"" W"	"31ø 26' 32.3435"" S"	Verges esq Moron	LINEA 80	paradas ida	
"64ø 09' 32.5859"" W"	"31ø 26' 26.9428"" S"	Moron esq Av Malague¤o	LINEA 80	paradas ida	
"64ø 09' 40.9975"" W"	"31ø 26' 22.6865"" S"	Revolucion esq Castilla	LINEA 80	paradas ida	
"64ø 09' 49.3218"" W"	"31ø 26' 17.0651"" S"	Revolucion de Mayo esq Tolosa	LINEA 80	paradas ida	
"64ø 09' 57.3126"" W"	"31ø 26' 11.6348"" S"	Revolucion de Mayo esq Zaragoza	LINEA 80	paradas ida	
"64ø 10' 6.3000"" W"	"31ø 26' 5.4666"" S"	Revolucion de Mayo esq Av Madrid	LINEA 80	paradas ida	
"64ø 10' 7.1361"" W"	"31ø 25' 57.7401"" S"	Av Madrid esq Tarragona	LINEA 80	paradas ida	
"64ø 10' 9.7308"" W"	"31ø 25' 53.6673"" S"	Revolucion de Mayo esq Deodoro Roca	LINEA 80	paradas ida	
"64ø 10' 15.1712"" W"	"31ø 25' 41.9478"" S"	Av Sabattini frente hotel ACA	LINEA 80	paradas ida	
"64ø 10' 24.9198"" W"	"31ø 25' 32.4947"" S"	Av Sabattini y Colegio Taborin	LINEA 80	paradas ida	
"64ø 10' 39.5959"" W"	"31ø 25' 22.3984"" S"	Bv Illia esq Balcarse	LINEA 80	paradas ida	
"64ø 10' 48.9690"" W"	"31ø 25' 19.8817"" S"	Bv Illia esq Obispo Salguero	LINEA 80	paradas ida	
"64ø 10' 52.9142"" W"	"31ø 25' 15.7926"" S"	Chacabuco esq Corrientes	LINEA 80	paradas ida	
"64ø 11' 8.1452"" W"	"31ø 25' 0.1954"" S"	27 de Abril esq Obispo Trejo	LINEA 80	paradas ida	
"64ø 11' 25.8563"" W"	"31ø 24' 55.0304"" S"	27 de Abril esq Marcelo T de Alvear	LINEA 80	paradas ida	
"64ø 11' 41.9635"" W"	"31ø 24' 50.1641"" S"	27 de Abril esq Artigas	LINEA 80	paradas ida	
"64ø 11' 49.1732"" W"	"31ø 24' 40.2482"" S"	Mariano Moreno esq 9 de Julio	LINEA 80	paradas ida	
"64ø 12' 6.6356"" W"	"31ø 24' 28.8968"" S"	Av Colon esq El Chaco	LINEA 80	paradas ida	
"64ø 12' 28.2267"" W"	"31ø 24' 22.5403"" S"	Av Colon esq Arturo Orgaz	LINEA 80	paradas ida	
"64ø 12' 43.7061"" W"	"31ø 24' 17.8140"" S"	Av Colon esq Pedro Zanni	LINEA 80	paradas ida	
"64ø 12' 38.9441"" W"	"31ø 24' 4.1340"" S"	Pedro Zanni esq La Tablada	LINEA 80	paradas ida	
"64ø 12' 34.2452"" W"	"31ø 23' 53.6174"" S"	Pedro Zanni esq Enrique Tornu	LINEA 80	paradas ida	
"64ø 12' 36.1098"" W"	"31ø 23' 42.7140"" S"	Octavio Pinto esq Pedro Chutro	LINEA 80	paradas ida	
"64ø 12' 40.1690"" W"	"31ø 23' 36.7658"" S"	Octavio Pinto esq Armengol Recera	LINEA 80	paradas ida	
"64ø 12' 48.6666"" W"	"31ø 23' 26.8810"" S"	Octavio Pinto esq Costanera Mestre	LINEA 80	paradas ida	
"64ø 12' 56.8571"" W"	"31ø 23' 18.8423"" S"	Octavio Pinto esq Claudio Cuenca	LINEA 80	paradas ida	
"64ø 13' 3.6112"" W"	"31ø 23' 12.9063"" S"	Octavio Pinto esq Padre Galeano	LINEA 80	paradas ida	
"64ø 13' 14.7562"" W"	"31ø 23' 9.3772"" S"	Temistocles Castellanos esq Ilolay	LINEA 80	paradas ida	
"64ø 13' 20.1424"" W"	"31ø 23' 15.7309"" S"	Temistocles Castellanos  esq Mariano Larra	LINEA 80	paradas ida	
"64ø 13' 29.7072"" W"	"31ø 23' 10.2741"" S"	Mariano Larra esq Jose correa	LINEA 80	paradas ida	
"64ø 13' 38.5379"" W"	"31ø 23' 11.8221"" S"	Sagrada Famila esq Barros Pazos	LINEA 80	paradas ida	
"64ø 13' 45.0342"" W"	"31ø 23' 11.4502"" S"	Menendez Pidal esq Pastor Gimenez	LINEA 80	paradas ida	
"64ø 13' 53.5080"" W"	"31ø 23' 9.0813"" S"	Menendez Pidal esq Adolfo Orma	LINEA 80	paradas ida	
"64ø 14' 1.8827"" W"	"31ø 23' 3.3431"" S"	Menendez Pidal esq Luis Lagos	LINEA 80	paradas ida	
"64ø 14' 15.4478"" W"	"31ø 22' 56.3536"" S"	Menendez Pidal esq Roque Ferreyra	LINEA 80	paradas ida	
"64ø 14' 27.6786"" W"	"31ø 22' 52.5008"" S"	Menendez Pidal esq Jose Bustos	LINEA 80	paradas ida	
"64ø 14' 35.7848"" W"	"31ø 22' 47.5705"" S"	Menendez Pidal esq Obispo Luque	LINEA 80	paradas ida	
"64ø 14' 33.9069"" W"	"31ø 22' 40.0458"" S"	Roque Funes esq Juan Lafinur	LINEA 80	paradas ida	
"64ø 14' 26.7820"" W"	"31ø 22' 31.1370"" S"	Roque Funes esq Saturnino Navarro	LINEA 80	paradas ida	
"64ø 14' 25.7466"" W"	"31ø 22' 54.4778"" S"	Menendez Pidal esq victorino Rodriguez	LINEA 80	paradas ida	
"64ø 14' 28.2522"" W"	"31ø 22' 32.0349"" S"	Roque Funes esq Hilarion Plaza	LINEA 80	paradas regreso	
"64ø 14' 32.5118"" W"	"31ø 22' 37.3795"" S"	Roque Funes esq Juan Lafinur	LINEA 80	paradas regreso	
"64ø 14' 37.7286"" W"	"31ø 22' 43.7020"" S"	Roque Funes esq Jose Cortajarena	LINEA 80	paradas regreso	
"64ø 14' 35.4933"" W"	"31ø 22' 48.7023"" S"	Menendez Pidal esq Figueroa y Mendoza	LINEA 80	paradas regreso	
"64ø 14' 14.5027"" W"	"31ø 22' 57.8326"" S"	Menendez Pidal esq Pje Roque Ferreyra	LINEA 80	paradas regreso	
