stop_id,30.ida,30.reg,31.ida ,31.reg,32.ida,32.reg,33.ida,33.reg,34.ida,34.reg,35.ida,35.reg,36.ida,36.reg,b30.ida,b30.reg,d30.ida,d30.reg,80.ida,80.reg,81.ida,81.reg,82.ida,82.reg,83.ida,83.reg,84.ida,84.reg,b80.ida,b80.reg,d80.ida,d80.reg
8440,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8449,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8451,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
8462,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
8463,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,
7875,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8477,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8478,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8479,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8480,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8481,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8482,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8483,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8484,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,
8485,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,
8486,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8487,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8488,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8489,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8490,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8491,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
7637,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,
7638,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,
7639,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,
8492,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8493,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8494,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8495,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8496,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
7653,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,
7654,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,
8497,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,
8498,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,
8499,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8500,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8501,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8502,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
7575,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8503,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,
8504,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8505,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8506,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8507,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8508,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8509,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8510,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8511,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8512,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8513,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8514,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8515,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8516,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8517,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8518,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
7643,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,
7644,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,
7645,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,
8519,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8520,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8521,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8522,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8523,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8524,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8525,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8526,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8527,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8528,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8529,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8530,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8531,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8532,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8533,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8534,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8535,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,
8536,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8537,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8538,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8539,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8540,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8541,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8542,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8543,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8544,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8545,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8546,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
7836,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8547,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8548,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
7840,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8549,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
7841,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
7842,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8550,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
8551,,,,,,,,,,X,,,,X,,,,,,,,,,X,,X,,,,,,X
7172,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,X
7173,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,X
7174,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,X
8552,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,
8553,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
8554,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
