LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_FOLDER,open
64ø 11' 40.6078" W,31ø 26' 36.9001" S,L501 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 501,
64ø 10' 32.9428" W,31ø 24' 1.7124" S,L500,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 501,
64ø 11' 39.1410" W,31ø 26' 35.1734" S,Maestro Lopez y Cruz Roja,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,1
64ø 11' 33.4237" W,31ø 26' 24.2056" S,Maestro Lopez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 32.1315" W,31ø 26' 15.8416" S,Haya de la Torre y Allende,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 18.2560" W,31ø 26' 16.4004" S,Enrique Barros,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 15.0243" W,31ø 26' 5.7311" S,Enrique Barros,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 55.0105" W,31ø 25' 59.4023" S,Av. Concepcion Arenal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 43.6118" W,31ø 26' 3.4812" S,Av. Concepcion Arenal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 33.9586" W,31ø 26' 6.5611" S,Av. Concepcion Arenal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 33.8706" W,31ø 26' 15.6650" S,Av. Pablo Richieri,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 35.5768" W,31ø 26' 25.2024" S,Av. Pablo Richieri,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 29.8977" W,31ø 26' 28.8943" S,Cruz Roja y Lerma,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 14.8100" W,31ø 26' 27.1034" S,Cruz Roja y Necochea,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 7.2520" W,31ø 26' 20.7559" S,Av. Madrid y Mayorga,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 7.3042" W,31ø 26' 10.6172" S,Av. Madrid y Leon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 7.3164" W,31ø 26' 0.8129" S,Av. Madrid y La Coru¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 9.8241" W,31ø 25' 41.3116" S,Hospital,Hospital,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 28.2926" W,31ø 25' 20.8694" S,Terminal de Omnibus Vieja,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 16.6977" W,31ø 25' 3.3740" S,Rosario de Santa Fe y Ovidio Lagos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 3.8552" W,31ø 24' 59.8081" S,Rosario de Santa Fe y San Nicolas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 09' 55.0961" W,31ø 24' 57.4720" S,Rosario de Santa Fe y Posadas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 09' 48.2665" W,31ø 24' 47.5309" S,Roma y 24 de Septiembre,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 09' 52.1832" W,31ø 24' 36.5802" S,Roma y Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 09' 55.1001" W,31ø 24' 28.8125" S,Roma y Libertad,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 0.8593" W,31ø 24' 13.5870" S,Roma y Buchardo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 7.9493" W,31ø 24' 6.8740" S,Cochabamba y Viamonte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 16.5532" W,31ø 24' 9.2383" S,Cochabamda y Pringles,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 25.1019" W,31ø 24' 11.7053" S,Cochabamba y Felix Frias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 30.8598" W,31ø 24' 9.6399" S,Esquiu y Potosi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 36.6064" W,31ø 23' 59.0669" S,Jeronimo Luis Cabrera y San Martin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 10' 50.9466" W,31ø 23' 54.5805" S,Jeronimo Luis Cabrera y Roque Saenz Pe¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 5.2597" W,31ø 23' 50.2790" S,Jeronimo Luis Cabrera y Lavalleja,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 18.9358" W,31ø 23' 45.7421" S,Jeronimo Luis Cabrera y Avellaneda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 28.0474" W,31ø 23' 43.0634" S,Jeronimo Luis Cabrera y Mendoza,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 43.1956" W,31ø 23' 46.8974" S,Federico Brandsen y Paso de Uspallada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 50.4888" W,31ø 23' 50.4957" S,Federico Brandsen y Martin Garcia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 51.7394" W,31ø 23' 58.8399" S,Av. Castro Barros y Soler,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 53.8035" W,31ø 24' 8.4782" S,Santa Fe y Mariano Benitez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 59.6356" W,31ø 24' 21.9004" S,Santa Fe y La Rioja,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 58.0310" W,31ø 24' 31.9555" S,Colon y Agustin Olmedo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 54.3805" W,31ø 24' 37.4402" S,Mendoza y 9 de Julio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 57.3388" W,31ø 24' 45.7221" S,Paso de los andes y 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 17.5545" W,31ø 24' 46.9775" S,Duarte Quiros y Santa Cruz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 28.8085" W,31ø 24' 43.0823" S,Duarte Quiros y Urrutia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 34.0439" W,31ø 24' 47.5220" S,Sol de Mayo y Luis Azpeitia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 35.4899" W,31ø 24' 52.7136" S,Sol de Mayo y Gregorio Luna,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 37.9302" W,31ø 25' 2.6597" S,Sol de Mayo y San Luis,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 41.1210" W,31ø 25' 13.9646" S,Sol de Mayo y Av. Pueyrredon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 42.8371" W,31ø 25' 20.4478" S,Sol de Mayo y Domingo Funes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 44.6106" W,31ø 25' 27.1600" S,Sol de Mayo y Peru,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 47.4796" W,31ø 25' 37.3696" S,Sol de Mayo y Luis Agote,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 49.5135" W,31ø 25' 45.6565" S,Sol de Mayo y Torre Alday,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 31.7582" W,31ø 25' 47.9520" S,La Pampa y Mayor,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 33.5812" W,31ø 25' 54.8943" S,La Pampa y Fuencarral,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 35.2789" W,31ø 26' 1.0394" S,La Pampa y Preciado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 31.6667" W,31ø 26' 5.1046" S,Venus y Alejandro Dumas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 29.6069" W,31ø 26' 8.4686" S,Juan Kronfus y Martin Ferreyra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 31.3190" W,31ø 26' 14.7928" S,Juan Kronfus y Romagosa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 38.9048" W,31ø 26' 19.8339" S,Juan Kronfus y Goycochea,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 45.0835" W,31ø 26' 24.0500" S,Juan Kronfus y Rodriguez de la Torre,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 30.5232" W,31ø 26' 29.9534" S,Rodriguez de la Torre y Paso de los Andes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 23.5244" W,31ø 26' 29.9616" S,Rodriguez de la Torre y Powell,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 14.4357" W,31ø 26' 30.9604" S,Av. Naciones Unidas y Corro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 12' 6.5356" W,31ø 26' 32.2192" S,Av. Naciones Unidas y Lamartine,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 57.5969" W,31ø 26' 33.6020" S,Av. Naciones Unidas y Belgrano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 501,
64ø 11' 37.7443" W,31ø 26' 41.0041" S,L600 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 600,
64ø 11' 31.1179" W,31ø 22' 54.9451" S,L600,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 600,
64ø 11' 39.0916" W,31ø 26' 49.2906" S,Belardinelli yChaneton,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 45.8349" W,31ø 26' 51.9297" S,Varela y Moctezuma,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 52.5778" W,31ø 26' 50.8312" S,Varela y Napoles,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 58.5770" W,31ø 26' 57.1801" S,Velez Sarsfield y Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 15.1825" W,31ø 27' 8.0050" S,Armada Argentina y Pastor Taborda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 23.6695" W,31ø 27' 6.6502" S,Pastor Taborda y Torres,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 28.9290" W,31ø 27' 2.8128" S,Federico Padula y Lascano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 26.4604" W,31ø 26' 58.0095" S,Federico Padula y Brandan,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 24.9620" W,31ø 26' 52.4710" S,Federico Padula y Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 24.5340" W,31ø 26' 45.3175" S,Federico Padula y Pizarro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 35.1907" W,31ø 26' 44.0900" S,San Antonio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 43.4841" W,31ø 26' 43.9696" S,Baigorria y Cunin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 51.8375" W,31ø 26' 35.3402" S,Rio Negro y Guayama,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 50.1160" W,31ø 26' 28.4118" S,Rio Negro y Irala,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 52.7629" W,31ø 26' 25.4407" S,Belisario Villafa¤e,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 59.3210" W,31ø 26' 20.0265" S,Aconquija y Cerro Conico,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 6.5277" W,31ø 26' 12.7231" S,Lagunilla y Cumbres Negras,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 16.6519" W,31ø 26' 12.7668" S,Lagunilla y Correa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 29.4852" W,31ø 26' 12.8458" S,Lagunilla y Brown,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 42.6672" W,31ø 26' 12.7851" S,Lagunilla y La Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 44.7610" W,31ø 26' 3.0883" S,Zapaleri y Uritorco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 44.0466" W,31ø 25' 55.9392" S,Zapaleri y Schweitzer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 48.8250" W,31ø 25' 50.2040" S,Maestro Vidal y Buchardo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 45.9113" W,31ø 25' 39.8915" S,Maestro Vidal y Espoile,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 42.4254" W,31ø 25' 27.4196" S,Maestro Vidal y Luis Agote,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 40.3070" W,31ø 25' 19.3623" S,Maestro Vidal y Mariano Ceballos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 37.3542" W,31ø 25' 8.2216" S,Maestro Vidal y Angelo de Peredo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 34.7278" W,31ø 24' 57.4771" S,Maestro Vidal y Achaval Rodriguez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 31.1332" W,31ø 24' 43.6354" S,Maestro Vidal y Montevideo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 29.1091" W,31ø 24' 36.3295" S,Maestro Vidal y Blanco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 27.1474" W,31ø 24' 29.0234" S,Maestro Vidal y Guillermo Reyna,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 22.6181" W,31ø 24' 18.3475" S,Maestro Vidal y 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 19.7354" W,31ø 24' 11.4738" S,Cafferata y 9 de julio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 19.5215" W,31ø 24' 1.9556" S,Santa Rosa y Molina,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 27.0718" W,31ø 23' 56.2864" S,Zipoli y La Rioja,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 23.9385" W,31ø 23' 49.3185" S,Zipoli y La Tablada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 15.1999" W,31ø 23' 35.7737" S,Zipoli y Nazaret,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 19.6694" W,31ø 23' 26.9817" S,Betania y Pedroni,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 32.0302" W,31ø 23' 17.1114" S,Javier Lopez y Pasos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 30.2599" W,31ø 23' 10.3383" S,Mariano Larra y Correa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 31.5967" W,31ø 23' 6.7005" S,Sagrada Familia y Coronado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 26.1102" W,31ø 23' 0.5302" S,Sagrada Familia y Ilolay,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 22.0770" W,31ø 22' 45.8751" S,Albornoz y Vera,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 22.1976" W,31ø 22' 35.1719" S,Rodriguez del Busto y Rozas de Oquendo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 18.8057" W,31ø 22' 20.2732" S,Rodriguez del Busto y Los Granaderos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 13' 14.3267" W,31ø 22' 2.1556" S,Rodriguez del Busto y Alfredo Guttero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 56.1747" W,31ø 22' 3.3565" S,Manuel Carde¤osa y La Ramada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 38.1220" W,31ø 22' 10.7202" S,Manuel Carde¤osa y Bermejo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 25.6854" W,31ø 22' 13.9960" S,Manuel Carde¤osa y Manuel de Madrid,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 21.9983" W,31ø 22' 22.5687" S,Monse¤or Pablo Cabrera y Drumont,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 23.4281" W,31ø 22' 30.3909" S,Monse¤or Pablo Cabrera y Las Vertientes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 18.4566" W,31ø 22' 39.9052" S,Los Granaderos y David Arguello,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 11.9426" W,31ø 22' 44.9046" S,Los Granaderos y Triunvirato,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 12' 3.9244" W,31ø 22' 45.9289" S,Anacreonte y Perez Galdos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 49.5295" W,31ø 22' 45.9886" S,Anacreonte y Arquimedes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 34.9608" W,31ø 22' 46.2400" S,Anacreonte y Marquina,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 27.7927" W,31ø 22' 50.1588" S,Gongora y Superi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 16.9519" W,31ø 22' 50.1873" S,Gongora y Rodriguez Pe¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 11' 2.4364" W,31ø 22' 50.2157" S,Gongora y Fragueiro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 10' 54.4237" W,31ø 22' 50.1946" S,Gongora y Velazquez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 10' 42.5645" W,31ø 22' 50.0700" S,Gongora y Tucuman,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 10' 26.1709" W,31ø 22' 50.3263" S,Capdevila y Acevey,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 10' 8.7207" W,31ø 22' 46.7358" S,Capdevila y Recalde,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 09' 55.7137" W,31ø 22' 49.9551" S,Nuevo Mundo y Pernambuco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 09' 49.4203" W,31ø 22' 53.9912" S,Nuevo Mundo y Managua,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 09' 37.5808" W,31ø 23' 1.8396" S,Nuevo Mundo y Vera Cruz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
64ø 09' 29.7825" W,31ø 23' 8.4271" S,San Mateo y Diagonal Ica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",LINEA 600,
