LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_FOLDER,open
64ø 15' 40.9343" W,31ø 25' 13.9601" S,Sgto Gomez y Antofagasta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 15' 49.5188" W,31ø 25' 15.0819" S,A Alegre y S Gomez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 15' 49.1485" W,31ø 25' 23.7367" S,A Alegre y A Bradley,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 15' 49.6421" W,31ø 25' 34.2399" S,A Alegre y V Recalde,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 15' 57.0741" W,31ø 25' 36.3695" S,V Recalde y Arauco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 16' 5.0608" W,31ø 25' 35.8075" S,V Recalde y R Yuspe,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Parada L 44 regreso,1
64ø 16' 5.9993" W,31ø 25' 36.0721" S,L44 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",,
64ø 16' 4.7830" W,31ø 25' 36.0216" S,V Recalde y R Yuspe,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 57.0741" W,31ø 25' 36.3695" S,V Recalde y Arauco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 49.6421" W,31ø 25' 34.2399" S,A Alegre y V Recalde,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 49.1485" W,31ø 25' 23.7367" S,A Alegre y A Bradley,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 49.5188" W,31ø 25' 15.0819" S,A Alegre y S Gomez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 40.9343" W,31ø 25' 13.9601" S,Sgto Gomez y Antofagasta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 29.6962" W,31ø 25' 13.7683" S,Sgto Gomez y S Hueque,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 20.3007" W,31ø 25' 13.4405" S,Sgto Gomez y Ancalan,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 11.9284" W,31ø 25' 13.5180" S,Sgto Gomez y Valenti,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 3.4127" W,31ø 25' 13.5881" S,Sgto Gomez y Locatelli,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 2.7803" W,31ø 25' 2.3310" S,Locatelli y Aldao,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 2.7572" W,31ø 24' 48.9798" S,Locatelli y Oliviera,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 15' 2.9391" W,31ø 24' 42.5075" S,Locatelli y Av Santa Ana,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 14' 56.2984" W,31ø 24' 42.7392" S,Av Santa Ana y Locatelli,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 14' 41.8906" W,31ø 24' 41.6786" S,Av Santa Ana y Cordero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 14' 28.3533" W,31ø 24' 42.4877" S,Av Santa Ana y G Martinez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 14' 18.7416" W,31ø 24' 42.0702" S,Av Santa Ana y R Arias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 14' 15.9805" W,31ø 24' 47.9660" S,F Araos y R  Arias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 14' 10.0967" W,31ø 24' 48.0486" S,Zelarrayan y C Publica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 14' 9.5138" W,31ø 24' 53.9017" S,Carrasco y Terrada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 55.0134" W,31ø 24' 56.2849" S,Carrasco y F Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 46.5137" W,31ø 25' 2.2593" S,Moritian y Los Platanos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 36.9180" W,31ø 25' 3.6987" S,Moritian y M Vidal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 43.1094" W,31ø 24' 51.9572" S,Los Platanos y San Luis,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 33.5859" W,31ø 24' 53.5633" S,M Vidal y San Luis,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 13' 29.9968" W,31ø 24' 49.0748" S,Av Santa Ana y M Vidal,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 13' 7.6907" W,31ø 24' 53.8116" S,Av Santa Ana y Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 12' 47.0609" W,31ø 24' 57.7703" S,Av Santa Ana y Oca¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 12' 29.5007" W,31ø 25' 5.2177" S,Av Santa Ana y R Negro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 12' 24.2031" W,31ø 24' 55.8938" S,Batalla de Cepeda y Cardenas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 12' 18.0777" W,31ø 24' 52.5117" S,Batalla de Cepeda y Azpetia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 12' 10.5314" W,31ø 24' 51.0267" S,Batalla de Cepeda y D Quiros,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 11' 57.3282" W,31ø 24' 50.5369" S,Caseros y P de los Andes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 11' 45.1532" W,31ø 24' 54.2075" S,Caseros y Artigas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 11' 35.2402" W,31ø 24' 46.5898" S,M Fragueiro y D Funes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 11' 25.6765" W,31ø 24' 41.9159" S,Colon y Ca¤ada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 11' 6.7226" W,31ø 24' 47.5042" S,Colon y G Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 10' 52.7543" W,31ø 24' 51.7833" S,Colon y Rivadavia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 10' 39.6163" W,31ø 24' 43.3073" S,Maipu y Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 10' 27.6640" W,31ø 24' 17.0443" S,Esquiu y Charcas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 34.4321" W,31ø 22' 13.4860" S,Juan B Justo y 6de Agosto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 32.3566" W,31ø 24' 1.5738" S,Juan B Justo y Reta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 32.7241" W,31ø 23' 52.3552" S,Juan B Justo y Soaje,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 24.8034" W,31ø 23' 49.9799" S,R Siria y Aguado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 20.1445" W,31ø 23' 38.5956" S,R Siria y A Lopez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 16.7112" W,31ø 23' 30.0667" S,R Siria y C Brochero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 13.7366" W,31ø 23' 22.7255" S,R Siria y Cramer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 9.2560" W,31ø 23' 12.3456" S,R Siria y Illiana,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 5.1951" W,31ø 23' 2.2554" S,R Siria y Maracaibo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 13.5197" W,31ø 22' 58.3263" S,Maracaibo y Rodriguez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 19.7341" W,31ø 22' 56.3865" S,Maracaibo y Toledo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 19.6175" W,31ø 22' 48.0847" S,Toledo y Capdevilla,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 19.8281" W,31ø 22' 34.8140" S,Toledo y C Cabiche,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 17.8018" W,31ø 22' 29.4454" S,Toledo y Ramirez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 20.1220" W,31ø 22' 23.7577" S,Ramirez y Parravichini,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 11.9222" W,31ø 22' 19.4145" S,Parravichini y M Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 33.4250" W,31ø 22' 5.9197" S,Juan B Justo y Neruda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,1
64ø 13' 46.4293" W,31ø 24' 58.4307" S,Carrasco y Los Platanos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",Paradas L 44 Ida,
64ø 10' 33.8746" W,31ø 22' 5.4029" S,L44,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",,
64ø 08' 51.7194" W,31ø 19' 33.4365" S,B40 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA BARRIAL 40,
64ø 09' 29.2862" W,31ø 21' 22.6388" S,B40,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA BARRIAL 40,
64ø 08' 51.4779" W,31ø 19' 42.2545" S,Rancagua y Bordi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 51.1920" W,31ø 20' 5.4614" S,Rancagua y Paulucci,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 51.5448" W,31ø 20' 30.8356" S,Rancagua y Calle 1,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 51.3856" W,31ø 20' 51.3560" S,Rancagua y El Chingolo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 52.3897" W,31ø 21' 11.1780" S,Rancagua y Roldan,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 52.3004" W,31ø 21' 26.3562" S,Rancagua y Zorrilla de San Martin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 08' 57.1314" W,31ø 21' 28.7991" S,Zorrilla de San Martin y D Puch,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 09' 5.4546" W,31ø 21' 28.6070" S,Zorrilla de San Martin y Orrego,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 09' 16.5048" W,31ø 21' 28.4423" S,Zorrilla de San Martin y Chacano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 09' 24.4535" W,31ø 21' 24.3482" S,A Storni y Arboleda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B 40 B  IDA,
64ø 09' 28.8745" W,31ø 21' 21.5584" S,Sorni y Gutierrez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 09' 24.9668" W,31ø 21' 17.4889" S,Hostos y Rodo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 09' 12.8823" W,31ø 21' 17.4191" S,Hostos y Montes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 09' 5.5410" W,31ø 21' 10.9772" S,Orrego y Roldan,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 58.5739" W,31ø 21' 8.6973" S,Berdiales y Puch,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 51.2976" W,31ø 21' 3.2910" S,Rancagua y Del Fino,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 51.0764" W,31ø 20' 51.3809" S,Rancagua y El Chingolo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 51.0541" W,31ø 20' 30.7709" S,Rancagua y Calle 1,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 50.5923" W,31ø 20' 5.5495" S,Rancagua y Palucci,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 50.9060" W,31ø 19' 42.1684" S,Rancagua y Bordi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",B40 B reg,
64ø 08' 52.7041" W,31ø 21' 54.2368" S,L50 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 50,
64ø 13' 28.4183" W,31ø 28' 19.9853" S,L50,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 50,
64ø 08' 53.0855" W,31ø 21' 54.8032" S,Av. Leandro N. Laem esq. Av. Florencio Parravicini,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 08' 56.9782" W,31ø 22' 4.7972" S,Av. Lenadro N. Alem Eaq. Jose Pons,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 1.0398" W,31ø 22' 15.8753" S,Av. Leandro N. Alem Esq. San Fernando,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 2.6581" W,31ø 22' 21.0660" S,Av. Leandro N. Alem Esq. Escolastico Magan,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 5.2250" W,31ø 22' 28.1091" S,Av. Leandro N. Alem Esq. San Francisco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 7.7168" W,31ø 22' 35.1692" S,Av. Leandro N. Alem Esq. Joaquin Monta¤a,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 10.0532" W,31ø 22' 41.0672" S,Av. Leandro N. Alem Esq. Juan Oca Balda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 17.4349" W,31ø 22' 50.1133" S,Av. Leandro N. Alem Esq. Jamaica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 26.4972" W,31ø 23' 0.0206" S,Av. Leandro N. Alem Esq. Guanahani,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 33.8309" W,31ø 23' 8.7221" S,Av. Leandro N. Alem Esq. Diagonal Ica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 40.8512" W,31ø 23' 16.3270" S,Av. Leandro N. Alem Esq. Juan C. Tissera,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 46.2553" W,31ø 23' 22.2099" S,Av. Leandro N. Alem Esq. Mauricio Yadarola,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 51.9259" W,31ø 23' 28.6583" S,Av. Leandro N. Alem Esq. Barraco Marmol,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 09' 57.5187" W,31ø 23' 35.0215" S,Av. Leandro N. Alem Esq. Cura Brochero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 6.4894" W,31ø 23' 45.4112" S,Av. Leandro N. Alem Esq. Jose Eusebio Aguero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 14.5300" W,31ø 23' 54.6280" S,Av. Leandro N. Alem Esq. Magari¤os Cervantes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 26.0038" W,31ø 23' 58.0288" S,Av. Eduardo Bulnes Esq. Antonio Gianelli,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 28.6952" W,31ø 24' 3.7949" S,Felix Frias Esq. Suipacha,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 31.0397" W,31ø 24' 13.2719" S,Cochabamba Esq. Juan B. Justo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 38.2807" W,31ø 24' 11.6713" S,Faustino Allende Esq. Tillard,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 45.8348" W,31ø 24' 9.4498" S,Faustino Allende Esq. Rivera Indarte,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 53.3949" W,31ø 24' 7.1483" S,Faustino Allende Esq. Rivadeo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 59.2077" W,31ø 24' 9.2550" S,Av. Roque Saenz Pe¤a Esq. Gral. Bustos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 10' 58.2324" W,31ø 24' 18.6725" S,Av. Roque Saenz Pe¤a Esq. BV. Las Heras,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 4.1946" W,31ø 24' 35.4384" S,Av. Gral Paz Esq. Humeberto Primo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 8.9892" W,31ø 24' 45.4583" S,Av. Gral Paz Esq. Colon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 14.8125" W,31ø 25' 0.1958" S,Av. Velez Sarsfield Esq. 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 21.1587" W,31ø 25' 15.8868" S,Av. Velez Sarsfield Esq. Montevideo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 26.8743" W,31ø 25' 28.4776" S,Av. Velez Sarsfield Esq. Achaval Rodriguez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 31.7400" W,31ø 25' 41.1631" S,Av. Velez Sarsfield Esq. Angelo de Peredo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 38.3193" W,31ø 25' 56.1352" S,Av. Velez Sarsfield Esq. Richardson,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 45.9623" W,31ø 26' 17.7065" S,Av. Velez Sarsfield Esq. Martin Ferreyra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
64ø 11' 50.7810" W,31ø 26' 33.4752" S,Av. Velez Sarsfiel Esq. Dr. Enrique Finocchietto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L50 Paradas Ida,
