"Code","stop_calle","stop_numero","stop_entre","lineas","stop_lat","stop_lon"
"C0004","Julio de Vedia",3837,"Jose Maria La Hora y Macacha Guemes","60 Ida - 63 Ida - 65 Ida - ",-31.36509,-64.13816
"C0005","Julio de Vedia",3741,"Perez de Denis y Jose Agustin Donado","60 Ida - 63 Ida - 65 Ida - ",-31.36653,-64.13818
"C0006","Julio de Vedia",3631,"Eustaquio Diaz Velez y Soriano de Areval","60 Ida - 63 Ida - 65 Ida - ",-31.36797,-64.13816
"C0007","Arevalo",2552,"Heroes de Vilcapugio y Heroinas de Mayou","65 Ida - ",-31.36847,-64.1359
"C0008","Arevalo",2682,"Heroinas de Ayouma y Chachapoyas","65 Ida - ",-31.36848,-64.13358
"C0009","Chachapoyas",3550,"Bv Chorroarin doble mano","65 Ida - ",-31.36906,-64.13306
"C0010","Chachapoyas",3401,"27 de Febrero y Fernando Abramo","65 Ida - ",-31.37101,-64.13308
"C0011","Chachapoyas",3067,"Julian Laguna y 3 de Junio","65 Ida - ",-31.37247,-64.13308
"C0012","Chachapoyas",3111,"Jose Mellian y Arredondo","65 Ida - ",-31.37387,-64.1331
"C0013","Chachapoyas",3000,"Rauch y Balbastro","65 Ida - ",-31.37532,-64.13313
"C0014","Rauch",2792,"Maestro Castro y Pje S/Nombre","65 Ida - ",-31.37572,-64.13165
"C0015","Rauch",2894,"Castro y Calle sin Nombre","65 Ida - ",-31.3757,-64.1302
"C0016","Mesa y Castro",2897,"Capdevila y Rauch","65 Ida - ",-31.37632,-64.1297
"C0017","Montemayor",2767,"Capdevila y Rafael de Palencia","65 Ida - ",-31.37783,-64.1318
"C0018","Montemayor",2611,"Rafael de Palencia y Vilchez y Montoya","65 Ida - ",-31.37925,-64.13178
"C0019","Montemayor",2365,"Tadeo Davila y Jose de Medeiros","65 Ida - ",-31.38218,-64.1318
"C0020","Montemayor",2225,"Medeiros y Archondo","65 Ida - ",-31.38309,-64.13182
"C0021","Montemayor",2015,"Oca¤a y Isasmendi","65 Ida - ",-31.38508,-64.1318
"C0022","Isasmendi",2900,"Alsina y Altolaguirre","65 Ida - 66 Reg - ",-31.38543,-64.13383
"C0023","Altolaguirre",1718,"Gil de Taboada y Ramon de Carassa","60 Ida - 65 Ida - ",-31.38805,-64.1341
"C0024","Malvinas",2613,"Edison y Wilson","60 Ida - ",-31.38936,-64.13602
"C0026","Malvinas",2155,"Jose de Quevedo y Herman Huberman","60 Ida - 66 Reg - ",-31.39104,-64.14334
"C0029","Malvinas",1445,"Santiso y Moscoso y Juan Tissera","60 Ida - 66 Reg - ",-31.39325,-64.15202
"C0033","Polonia",1216,"Cochabamba y Charcas","65 Ida - ",-31.39878,-64.15663
"C0034","Polonia",1041,"Urtubey y Garay","65 Ida - ",-31.40063,-64.15581
"C0036","Armenia",2169,"Garibaldi y Eufrasio Loza","65 Ida - ",-31.40337,-64.15718
"C0037","Libertad",2069,"Eufrasio Loza y Manuel Vergara","65 Ida - ",-31.40555,-64.15754
"C0040","Viamonte",630,"Libertad y Oncativo","60 Ida - 62 Ida - 63 Ida - ",-31.4089,-64.16646
"C0044","Sarmiento",331,"Pje Scabuzzo y Maipu","61 Ida - 63 Ida - 65 Ida - 66 Reg - ",-31.41146,-64.17708
"C0047","Gral. Paz",331,"La Rioja y Santa Rosa","65 Ida - ",-31.41145,-64.18515
"C0049","Velez Sarsfield",360,"Caseros y Duarte Quiros","61 Ida - 65 Ida - ",-31.41732,-64.18757
"C0050","Velez Sarsfield",660,"San Luis y Laprida","61 Ida - 65 Ida - ",-31.42289,-64.18997
"C0051","Achaval Rodriguez",333,"Belgrano y M.T. de Alvear","61 Ida - 65 Ida - ",-31.4241,-64.1924
"C0053","M.T. de Alvear",1070,"Angelo de Peredo y Domingo Funes","61 Ida - 65 Ida - ",-31.4265,-64.19467
"C0054","Julio Roca",418,"Brasil y Simon Bolivar","61 Ida - 65 Ida - ",-31.42723,-64.19542
"C0056","Julio Roca",672,"Corro y Artigas","65 Ida - ",-31.42878,-64.20066
"C0057","Julio Roca",886,"Clemente Sarraga y Paso de los Andes","65 Ida - ",-31.4286,-64.20286
"C0058","Julio Roca",1091,"Achaval y Misiones","65 Ida - ",-31.42779,-64.207
"C0059","Fuerza Aerea",1300,"Rio Negro y Rotonda del Ala","65 Ida - ",-31.429,-64.21121
"C0060","Fuerza Aerea",1871,"Sol de Mayo y Sgto. Romero","60 Ida - 64 Ida - 65 Ida - ",-31.43038,-64.21456
"C0063","Fuerza Aerea",2544,"Olegario Correa y Jose de Echeverria","60 Ida - 65 Ida - ",-31.43083,-64.22171
"C0064","Fuerza Aerea",2884,"Espora y Leon Pinelo","60 Ida - 65 Ida - ",-31.43125,-64.22698
"C0070","Aviador Abel",1887,"Fuerza Aerea y Aviador Zanni","65 Ida - ",-31.43226,-64.24571
"C0071","Aviador Abel",1758,"Albarracin y Zuñiga","65 Ida - ",-31.42981,-64.24571
"C0074","Aviador Kingsley",1745,"Zuñiga y Albarracin","65 Reg - ",-31.42935,-64.24691
"C0075","Aviador Kingsley",1798,"Albarracin y Camilo Isleño","65 Reg - ",-31.43033,-64.24691
"C0077","Fuerza Aerea",4300,"Aviador Richardson y Aviador Camilotti","60 Reg - 65 Reg - 67 Reg - B61 Reg -",-31.43257,-64.2443
"C0079","Fuerza Aerea",3755,"Graham Bell y Varela Ortiz","60 Reg - 65 Reg - ",-31.43216,-64.23805
"C0081","Fuerza Aerea",3100,"Peteroa y Fuerza Aerea","60 Reg - 65 Reg - ",-31.43166,-64.23062
"C0082","Fuerza Aerea",2859,"Leon Pinelo y Espora","60 Reg - 65 Reg - ",-31.43143,-64.22722
"C0083","Fuerza Aerea",2683,"Lafore y Padre Lozano","65 Reg - ",-31.43122,-64.22428
"C0084","Fuerza Aerea",2433,"Olegario Correa y Vieytes","60 Reg - 65 Reg - ",-31.43093,-64.22036
"C0085","Fuerza Aerea",2045,"Sosneado y Tronador","60 Reg - 65 Reg - ",-31.43075,-64.21739
"C0088","Julio Roca",1260,"La Pampa y Luis Agote","65 Reg - ",-31.42842,-64.20924
"C0089","Julio Roca",961,"Achaval y Paso de los Andes","65 Reg - ",-31.42813,-64.20598
"C0090","Julio Roca",745,"Canalejas y Elpidio Gonzalez","65 Reg - ",-31.42871,-64.20221
"C0092","Julio Roca",445,"Rodolfo Reyna y Simon Bolivar","61 Reg - 65 Reg - ",-31.42797,-64.1966
"C0093","Pueyrredon",395,"M.T de Alvear y Belgrano","65 Reg - ",-31.42587,-64.19375
"C0094","Pueyrredon",73,"Obispo Trejo y Independencia","65 Reg - ",-31.42709,-64.18975
"C0095","Estrada",160,"Buenos Aires y Ituzaingo","65 Reg - ",-31.42796,-64.18663
"C0100","Maipu",164,"25 de Mayo y Olmos","65 Reg - ",-31.41558,-64.17945
"C0103","Esquiu",247,"24 de Setiembre y Lima","65 Reg - ",-31.41465,-64.17091
"C0104","Catamarca",985,"Esquiu y Felix Frias","65 Reg - ",-31.41274,-64.17063
"C0106","Jacinto Rios",554,"Sarmiento y Oncativo","65 Reg - ",-31.41028,-64.16721
"C0107","Oncativo",1551,"Roma y Gral. Deheza","65 Reg - ",-31.40884,-64.16484
"C0110","Rincon",2084,"Pje Manuel Vergara y Eufrasio Loza","65 Reg - ",-31.40484,-64.1583
"C0111","Gavilan",827,"Frente al CPC","65 Reg - ",-31.40396,-64.15505
"C0112","Garibaldi",962,"Armenia y Garay","65 Reg - ",-31.40283,-64.15741
"C0113","Garibaldi",1336,"Cochabamba y Padre Luis Monti","65 Reg - ",-31.39872,-64.15893
"C0116","Malvinas",1253,"Juan XXIII y Carlos III","60 Reg - 66 Ida - ",-31.39442,-64.15544
"C0120","Malvinas",2189,"Huberman y Jose de Quevedio","60 Reg - 66 Ida - ",-31.39103,-64.14296
"C0123","Malvinas",2765,"Wilson y Edison","60 Reg - ",-31.38932,-64.1357
"C0125","Alsina",2032,"Isasmendi y Villacorta y Oca¤a","60 Reg - 65 Reg - ",-31.38546,-64.13336
"C0126","Chachapoyas",2199,"Villacorta y Oca¤a y Tomas de Archondo","65 Reg - ",-31.38387,-64.13258
"C0127","Chachapoyas",2394,"Medeiros y Tadeo Davila","65 Reg - ",-31.38193,-64.13256
"C0128","Chachapoyas",2594,"Leon y Pizarro y Vilchez y Montoya","65 Reg - ",-31.37956,-64.13253
"C0129","Montemayor",2682,"Vilchez y Montoya y  Rafael de Palencia","65 Reg - ",-31.37842,-64.13204
"C0130","Montemayor",2800,"Palencia y Capdevila","65 Reg - ",-31.37754,-64.13181
"C0131","Capdevila",2885,"Jose Arriola y Castro","65 Reg - ",-31.37698,-64.13014
"C0132","Castro",3000,"Capdevila y Rauch","65 Reg - ",-31.37627,-64.12967
"C0133","Rauch",2800,"Castro y Jose Arriola ","65 Reg - ",-31.37561,-64.13126
"C0134","Rauch",2717,"Jose Arriola y Chachapoyas ","65 Reg - ",-31.37562,-64.133
"C0135","Chachapoyas",3082,"Rauch y Mellian","65 Reg - ",-31.37471,-64.13309
"C0136","Chachapoyas",3280,"3 de Junio y Julian Laguna","65 Reg - ",-31.37277,-64.13307
"C0137","Chachapoyas",3442,"Fernando Abramo y 27 de Febrero","65 Reg - ",-31.37082,-64.13305
"C0142","La Hora",2426,"Julio de Vedia y Casilla","65 Reg - ",-31.36467,-64.13774
"C0146","Villegas",2300,"Celestino Vidal Frente a Plaza","63 Ida - ",-31.36898,-64.1398
"C0147","Villegas",2163,"Manuel de Escalada y Liborio Muzlera","63 Ida - ",-31.36897,-64.14204
"C0148","Diaz Colodrero",3575,"Villegas y Niceto Vega","63 Ida - ",-31.36895,-64.14435
"C0149","Diaz Colodrero",3400,"Niceto Vega y Abramo","63 Ida - ",-31.37072,-64.14467
"C0150","Diaz Colodrero",3257,"Julian Laguna y Joaquin Nazar","63 Ida - ",-31.37265,-64.14467
"C0151","Diaz Colodrero",3105,"Arredondo y Meillan","63 Ida - ",-31.37417,-64.14468
"C0152","Diaz Colodrero",2900,"Rauch y Vernet","63 Ida - ",-31.37629,-64.14475
"C0153","Diaz Colodrero",2700,"Mariano Usandivaras y Ramon Lista","63 Ida - ",-31.37824,-64.14472
"C0154","Capdevila",2069,"Diaz Colodrero y Maria Postorino","63 Ida - ",-31.37947,-64.14385
"C0155","Capdevila",2223,"Escalada y Celestino Vidal","63 Ida - ",-31.37897,-64.14117
"C0156","Celestino Vidal",2614,"Capdevila y Andres de Brun","63 Ida - ",-31.3792,-64.13993
"C0157","Ledesma",2500,"Brun y Leon y Pizarro","63 Ida - ",-31.38089,-64.1406
"C0158","Leon y Pizarro",2281,"Juan Liendo y Oscariz y Beaumont","63 Ida - ",-31.38118,-64.14166
"C0159","Dos Barrios",2143,"Leon y Pizarro y Sin Nombre","63 Ida - ",-31.38193,-64.1431
"C0160","Diaz Colodrero",2370,"Dos Barrios y Chinchilla","63 Ida - ",-31.3822,-64.14479
"C0161","Diaz Colodrero",2204,"Mallorca y Cuzco","63 Ida - ",-31.38411,-64.145
"C0162","Victor Manuel III",2100,"Astorga y Tinta","63 Ida - ",-31.3854,-64.14534
"C0163","Victor Manuel III",1983,"Quilambe y Victoria","63 Ida - ",-31.38679,-64.14534
"C0164","Ocampis",2200,"Victor Manuel III y Chilavert","63 Ida - ",-31.38748,-64.1464
"C0165","Chilavert",1788,"Tridentina y Garaglio","63 Ida - ",-31.38841,-64.14661
"C0166","Acapianta",1847,"Chilavert y Prosanto","63 Ida - ",-31.38995,-64.14717
"C0167","Puerto Rico",2426,"Roberto Levillier y Carlos III","63 Ida - ",-31.38889,-64.14945
"C0168","Juan XXIII",1811,"Puerto Rico y Tarija","63 Ida - ",-31.38884,-64.15122
"C0169","Juan XXIII",1675,"Paisandu y Puerto de Palos","63 Ida - ",-31.3897,-64.15259
"C0170","Juan XXIII",1500,"Puerto de Palos y Santiso y Moscoso","63 Ida - ",-31.39131,-64.1534
"C0171","Santiso y Moscoso",2118,"Felipe II y Punta del Sauce","63 Ida - ",-31.39081,-64.15484
"C0172","Punta del Sauce",1354,"Tisera y Abad e Iliana","63 Ida - ",-31.39172,-64.15603
"C0173","Punta del Sauce",1148,"Mauricio Yadarola antes de la curva","63 Ida - ",-31.39398,-64.15801
"C0175","Bulnes",2154,"Garibaldi y Eufrasio Loza","63 Ida - 66 Reg - ",-31.39639,-64.16074
"C0176","Bulnes",1876,"Mejico y Janer","63 Ida - ",-31.39757,-64.16445
"C0177","Bulnes",1756,"Janer y Pje Nores","60 Ida - 63 Ida - ",-31.39809,-64.16609
"C0178","Viamonte",1445,"Suipacha y Cochabamba","60 Ida - 63 Ida - ",-31.40025,-64.16966
"C0179","Viamonte",1207,"Cochabamba y Charcas","63 Ida - ",-31.40254,-64.16882
"C0180","Viamonte",1050,"Buchardo y Juan de Garay","63 Ida - ",-31.40439,-64.16816
"C0181","Viamonte",769,"Rincon y Libertad","63 Ida - ",-31.40721,-64.16709
"C0187","Sarmiento",25,"Cortada de Israel y San Martin","61 Ida - 63 Ida - 65 Ida - 66 Reg - ",-31.41031,-64.18082
"C0191","Velez Sarsfield",214,"Caseros y Duarte Quiros","63 Ida - 13 Reg - 19 Reg - D10 Reg - ",-31.41773,-64.18772
"C0194","Hipolito Irigoyen",386,"Buenos Aires y Derqui","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.42445,-64.18679
"C0196","Hipolito Irigoyen",660,"Ambrosio Olmos y Crisol","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.42971,-64.18456
"C0197","Hipolito Irigoyen",750,"Chile y Bolivia","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.43107,-64.18439
"C0198","Los Nogales",9999,"Valparaiso y Barros","16 Reg - ",-31.43361,-64.18572
"C0202","Maestro Lopez",9999,"Medina Allende y Cruz Roja","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.43975,-64.19267
"C0203","Maestro Lopez",9999,"Medina Allende y Cruz Roja","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.44201,-64.19375
"C0205","Cruz Roja Argentina",9999,"Carlos Octavio Bunge y Obispo Echenique Altamira ","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.44293,-64.18985
"C0206","Cruz Roja Argentina",9999,"Esquina con Valparaiso","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.44265,-64.18759
"C0207","Cruz Roja Argentina",9999,"Esquina con Valparaiso","67 Ida - 13 Ida - 16 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.44251,-64.18708
"C0208","Cruz Roja Argentina",9999,"Carlos Becu y Obispo Echenique altamira","67 Ida - 13 Ida - 16 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.44273,-64.18914
"C0209","Cruz Roja Argentina",9999,"Esquina Maestro Lopez","67 Ida - 13 Ida - 16 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.44312,-64.19257
"C0210","Maestro Lopez",9999,"Frente UTN","67 Ida - 13 Ida - 16 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.44238,-64.19396
"C0211","Maestro Lopez",9999,"Frente Hellen Keller","67 Ida - 13 Ida - 16 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.4401,-64.19277
"C0212","Haya de la Torre",9999,"Esquina con Medina Allende","16 Ida - ",-31.43813,-64.19243
"C0219","27 de Abril",120,"Obispo Trejo y Velez Sarsfield","60 Ida - 67 Ida - ",-31.41667,-64.18563
"C0220","Tucuman",56,"Dean Funes y 9 de Julio","61 Reg - 63 Reg - 64 Reg - 16 Ida - 66 Ida",-31.41432,-64.18788
"C0228","Pringles",650,"Oncativo y Libertad","63 Reg - ",-31.40944,-64.16882
"C0234","Bulnes",1780,"Pje. Nores y Janer","63 Reg - ",-31.39826,-64.16632
"C0236","Bulnes",2192,"Patria y Garibaldi","60 Reg - 63 Reg - 66 Ida - ",-31.39636,-64.16043
"C0238","Felipe II",1297,"Mauricio Yadarola y Abad e Illana","63 Reg - ",-31.393,-64.15601
"C0239","Felipe II",1438,"Tissera y Moscoso","63 Reg - ",-31.39149,-64.1547
"C0240","Felipe II",1700,"Puerto de Palos y Paysandu","63 Reg - ",-31.3896,-64.15301
"C0241","Tarija",2286,"Felipe II y Juan XXIII","63 Reg - ",-31.38873,-64.15179
"C0242","Tarija",2495,"Carlos III y Levillier","63 Reg - ",-31.38986,-64.15007
"C0243","Rancagua",1682,"Tarija y Calabalumba","63 Reg - ",-31.39102,-64.14826
"C0244","Calabalumba",1892,"Rancagua y Chilavert","63 Reg - ",-31.39054,-64.14678
"C0245","Chilavert",1784,"Caraglio y Tridentina","63 Reg - ",-31.38918,-64.14656
"C0246","Tridentina",1990,"Chilavert y Victor Manuel III","63 Reg - ",-31.38853,-64.14553
"C0247","Victor Manuel III",1893,"Tridentina y Ocampis","63 Reg - ",-31.38718,-64.14529
"C0248","Victor Manuel III",2092,"Quilambe y Tinta","63 Reg - ",-31.38567,-64.1453
"C0249","Diaz Colodrero",2244,"Astorga y Mallorca","63 Reg - ",-31.3839,-64.14485
"C0250","Diaz Colodrero",2370,"Mallorca y Dos Barrios","63 Reg - ",-31.38292,-64.14485
"C0251","Dos Barrios",2000,"Huberman y Diaz Gomez","63 Reg - ",-31.38202,-64.14337
"C0252","Leon y Pizarro",2296,"Oscariz Beaumont y Liendo","63 Reg - ",-31.38118,-64.14139
"C0253","Liendo",2600,"Leon y Pizarro y Brum","63 Reg - ",-31.37993,-64.1412
"C0254","Brum",2350,"Ledesma y Celestino Vidal","63 Reg - ",-31.37956,-64.14018
"C0255","Capdevila",2200,"Celestino Vidal y Escalada","63 Reg - ",-31.3789,-64.14114
"C0256","Capdevila",2045,"Postorino y Diaz Colodrero","63 Reg - ",-31.37943,-64.14407
"C0257","Diaz Colodrero",2798,"Capdevila y Usandivaras","63 Reg - ",-31.3781,-64.14467
"C0258","Diaz Colodrero",2884,"Usaqndivaras y Vernet","63 Reg - ",-31.37716,-64.14467
"C0259","Diaz Colodrero",3080,"Rauch Esquina de la Plaza","63 Reg - ",-31.37509,-64.14442
"C0260","Diaz Colodrero",3196,"Esquina de la Plaza y Arredondo","63 Reg - ",-31.37379,-64.14463
"C0261","Diaz Colodrero",3294,"Arredondo y Laguna","63 Reg - ",-31.37231389,-64.14461389
"C0262","Diaz Colodrero",3396,"Laguna y Rocamora","63 Reg - ",-31.37138,-64.14463
"C0263","Diaz Colodrero",3600,"Vega y Villegas","63 Reg - ",-31.36945,-64.14459
"C0264","Villegas",2144,"Pastorino y Muzlera","63 Reg - ",-31.369,-64.14241
"C0265","Villegas",2288,"Sanguinetto y Celestino Vidal","63 Reg - ",-31.369,-64.14017
"C0266","Villegas",2400,"Medina y Torres y Julio de Vedia","63 Reg - ",-31.369,-64.13851
"C0267","Julio de Vedia",3692,"Diaz Velez y Alarcon","60 Reg - 63 Reg - 65 Reg - ",-31.36769,-64.13816
"C0269","Lahora",2426,"Julio de Vedia y Casilla","60 Reg - 63 Reg - ",-31.36488,-64.13815
"C0273","Julio de Vedia",3518,"Jose Chorroarin y Niceto Vega","60 Ida - ",-31.36961,-64.13824
"C0274","27 de Febrero",2300,"Julio de Vedia y Celestino Vidal","60 Ida - ",-31.37064,-64.13929
"C0275","Celestino Vidal",3324,"Tomas de Rocamora y Julian Laguna","60 Ida - ",-31.37162,-64.13986
"C0276","Celestino Vidal",3167,"Jose de Arredondo y Rio Pasaje","60 Ida - ",-31.37348,-64.13986
"C0277","Celestino Vidal",3015,"Vicente Balbastro y Federico Rauch","60 Ida - ",-31.37533,-64.1399
"C0278","Celestino Vidal",2895,"Luis Vernet y Felipe Pereyra Lucena","60 Ida - ",-31.37704,-64.1399
"C0279","Celestino Vidal",2717,"Juan Quesada y Capdevila","60 Ida - ",-31.37796,-64.1399
"C0280","Capdevila",2529,"Heroes de Vilcapujio y Wilson","60 Ida - ",-31.37817,-64.13675
"C0281","Altolaguirre",2750,"Fuenzalida Meneses y Rafael de Palencia","60 Ida - ",-31.37775,-64.13407
"C0282","Altolaguirre",2509,"Vilchez y Montoya y Leon y Pizarro","60 Ida - ",-31.38009,-64.13408
"C0283","Altolaguirre",2312,"Tadeo Davila y Jose de Medeiros","60 Ida - ",-31.38197,-64.13408
"C0284","Altolaguirre",2153,"Tomas de Archondo y Villacorta y Oca¤a","60 Ida - ",-31.38342,-64.1341
"C0291","Malvinas",1600,"Paysandu y Domingo Pronsato","60 Ida - 66 Reg - ",-31.39247,-64.14951
"C0294","Malvinas",1050,"Punta del Sauce y Aragon","60 Ida - 63 Ida - 66 Reg - ",-31.39542,-64.15894
"C0295","Bulnes",2148,"Garibaldi y Patria","60 Ida - ",-31.3964,-64.16069
"C0296","Bulnes",1870,"Mejico y Janer","60 Ida - ",-31.39755,-64.16443
"C0299","Viamonte",1207,"Cochabamba y Charcas","60 Ida - ",-31.40182,-64.16903
"C0300","Viamonte",1050,"Buchardo y Juan de Garay","60 Ida - ",-31.40419,-64.16821
"C0304","Sarmiento",1124,"Pringles y David Luque","60 Ida - 62 Ida - 63 Ida - 65 Ida - 66 Reg - ",-31.41112,-64.16914
"C0306","Guzman",350,"Catamarca y Lima","60 Ida - 62 Ida - ",-31.41359,-64.17542
"C0307","Guzman",250,"Lima y Olmos","60 Ida - ",-31.41493,-64.17583
"C0308","Peron",72,"Rosario de Santa Fe y San Jeronimo","60 Ida - 62 Ida - 64 Ida - ",-31.41921,-64.17594
"C0311","27 de Abril",370,"Belgrano y Ayacucho","60 Ida - 62 Ida - 67 Ida - ",-31.41579,-64.18902
"C0312","27 de Abril",772,"Corro y Artigas","60 Ida - 62 Ida - 67 Ida - ",-31.41421,-64.1945
"C0313","27 de Abril",984,"Calasanz y Mariano Moreno","60 Ida - 62 Ida - 67 Ida - ",-31.41342,-64.19711
"C0316","Paso de los Andes",820,"Laprida y Achaval Rodriguez","60 Ida - 62 Ida - ",-31.42096,-64.2023
"C0317","Pueyrredon",1154,"Paso de los Andes y Paraguay","60 Ida - 62 Ida - 64 Ida - 67 Ida - ",-31.42283,-64.20346
"C0318","Pueyrredon",1382,"Misiones y La Pampa","60 Ida - ",-31.42201,-64.20603
"C0320","Sol de Mayo",1132,"Angelo de Peredo y Domingo Funes","60 Ida - 62 Ida - 64 Ida - ",-31.42188,-64.21179
"C0324","Fuerza Aerea",2200,"Haedo y Juan Vieytes","60 Ida - 65 Ida - ",-31.43065,-64.2182
"C0326","Fuerza Aerea",2745,"Blamey Lafore y Almte. Brown","60 Ida - 65 Ida - ",-31.43109,-64.22443
"C0328","Fuerza Aerea",3078,"Franz Schubert y Maestro Vidal","60 Ida - 65 Ida - ",-31.43145,-64.22958
"C0329","Fuerza Aerea",3468,"Aaron Castellanos y Fleming","60 Ida - 65 Ida - ",-31.43176,-64.23412
"C0330","Fuerza Aerea",3774,"Diaz de la Fuente y Graham Bell","60 Ida - 65 Ida - ",-31.43197,-64.23745
"C0331","Fuerza Aerea",4024,"Marie Courie y Fournier","60 Ida - 65 Ida - ",-31.43215,-64.24054
"C0333","Kingsley",2100,"Fuerza Aerea y Uritorco","60 Ida - ",-31.433808,-64.247009
"C0334","Kingsley",2300,"Manuel Bustos y Gabriela Mistral","60 Ida - ",-31.43565,-64.246969
"C0335","Kingsley",2460,"Lagunilla y Reconquista","60 Ida - ",-31.437008,-64.24695
"C0336","Kingsley",2636,"Esmeralda y Antartida","60 Ida - ",-31.438834,-64.246963
"C0337","Kingsley",2800,"Antartida y Alianza","60 Ida - ",-31.440791,-64.246994
"C0338","Petirossi",3054,"Los Pinos y Riga","60 Ida - B61 Reg -",-31.44333,-64.2481
"C0339","Petirossi",3236,"Tirana y Bucarest","60 Ida - B61 Reg -",-31.44571,-64.24817
"C0340","Petirossi",3418,"Amsterdam y Estocolmo","60 Ida - B61 Reg -",-31.44757,-64.24817
"C0341","Estocolmo",4785,"Estocolmo y Varsovia","60 Ida - B61 Reg -",-31.44858,-64.24917
"C0342","Estocolmo",4785,"Estocolmo y Varsovia","60 Reg - B61 Ida -",-31.44858,-64.24917
"C0343","Petirossi",3400,"Estocolmo y Amsterdam","60 Reg - B61 Ida -",-31.44771,-64.24811
"C0344","Petirossi",3246,"Bucarest y Tirana","60 Reg - B61 Ida -",-31.44615,-64.24813
"C0345","Petirossi",3006,"Riga y Los Pinos","60 Reg - B61 Ida -",-31.44374,-64.24806
"C0346","Petirossi",2800,"Olivares y Alianza","60 Reg - B61 Ida -",-31.44159,-64.24806
"C0347","Petirossi",2613,"Antartida y Esmeralda","60 Reg - B61 Ida -",-31.43926,-64.24806
"C0348","Petirossi",2406,"Reconquista y Lagunilla","60 Reg - B61 Ida -",-31.43696,-64.24804
"C0349","Petirossi",2267,"Gabriela Mistral y Manuel Bustos","60 Reg - B61 Ida -",-31.43582,-64.24798
"C0350","Petirossi",2051,"Uritorco y Fuerza Aerea","60 Reg - B61 Ida -",-31.43348,-64.24806
"C0353","Fuerza Aerea",4005,"Fournier y Marie Courie","60 Reg - 65 Reg - ",-31.43235,-64.24134
"C0355","Fuerza Aerea",3525,"Felix Paz y Aaron Castellanos","60 Reg - 65 Reg - ",-31.43197,-64.23523
"C0358","Fuerza Aerea",2693,"Blamey Lafore y Padre Lozano","60 Reg - ",-31.43122,-64.22453
"C0361","Fuerza Aerea",1785,"Mercedario y Paso de los Andes","60 Reg - 64 Reg - 65 Reg - ",-31.43057,-64.21493
"C0362","Fuerza Aerea",1611,"Fuerza Aerea y Julio Roca","60 Reg - 64 Reg - 65 Reg - ",-31.42945,-64.21163
"C0363","Rio Negro",1365,"Luis Agote y Dellepiane","60 Reg - 64 Reg - ",-31.427263,-64.210226
"C0365","Rio Negro",1107,"Domingo Funes y Angelo de Peredo","60 Reg - 62 Reg - 64 Reg - ",-31.42259,-64.20909
"C0369","Mariano Moreno",915,"Pueyrredon y Fructuoso Rivera","60 Reg - 62 Reg - 67 Reg - ",-31.42304,-64.20149
"C0370","Mariano Moreno",642,"San Luis y Felix Aguilar","60 Reg - 62 Reg - 67 Reg - ",-31.42075,-64.20067
"C0374","Colon",521,"Ca¤ada y Jujuy","60 Reg - 62 Reg - ",-31.41142,-64.1902
"C0376","Olmos",247,"Alvear y Maipu","60 Reg - ",-31.41465,-64.18011
"C0381","Catamarca",1240,"Pringles y Jacinto Rios","65 Reg - ",-31.41185,-64.16747
"C0382","Roma",450,"Pje. Juan Galiano y Pje. Manuel Soria","60 Reg - 62 Reg - ",-31.41085,-64.16437
"C0383","Roma",682,"Oncativo y Libertad","60 Reg - 62 Reg - ",-31.40856,-64.16521
"C0385","Roma",1272,"Charcas y Cochabamba","60 Reg - 62 Reg - ",-31.402,-64.16767
"C0386","Roma",1500,"Padre Luis Monti y Suipacha","60 Reg - ",-31.40008,-64.16839
"C0387","Bulnes",1756,"Pje. Nores y Janer","60 Reg - ",-31.39819,-64.16619
"C0388","Bulnes",1898,"Janer y Mejico","60 Reg - 63 Reg - ",-31.39756,-64.16417
"C0390","Malvinas",1050,"Aragon y Punta del Sauce","60 Reg - 63 Reg - 66 Ida - ",-31.39539,-64.1586
"C0397","Malvinas",2495,"Correa de Saa y Homero","60 Reg - ",-31.38976,-64.13755
"C0401","Alsina",2196,"Villacorta y Oca¤a y Tomas de Archondo","60 Reg - ",-31.38386,-64.13335
"C0402","Alsina",2400,"Jose de Medeiros y Tadeo Davila","60 Reg - ",-31.38197,-64.13334
"C0403","Alsina",2584,"Leon y Pizarro y Vilchez y Montoya","60 Reg - ",-31.37962,-64.13332
