"stop_id","stop_name","stop_calle","stop_numero","stop_entre","stop_lat","stop_lon"
1583,"C1583","Martinolli",8928,"Correa y Villegas",-31.34294,-64.28893
1584,"C1584","Manuel de Falla",,"Arias y Vinter = Almaceneros",-31.34054,-64.29024
1585,"C1585","Manuel de Falla",7210,"Vinter y Vazquez = Almaceneros",-31.33849,-64.29022
1586,"C1586","Manuel de Falla",7444,"Vazquez y Ricardo Rojas = Almaceneros",-31.33661,-64.29016
1587,"C1587","Ricardo Rojas",9100,"Manuel de Falla y Seeber = Almaceneros",-31.33495,-64.2918
1588,"C1588","Ricardo Rojas",9250,"Seeber y Bruzone = Almaceneros",-31.33262,-64.29275
1589,"C1589","Ricardo Rojas",9370,"Ausonia y Laborde = Almaceneros",-31.32981,-64.29443
1590,"C1590","Ricardo Rojas",9511,"Arroyito y Los Reartes = Almaceneros",-31.32893,-64.29723
1591,"C1591","Ricardo Rojas",9630,"San Marcos Sierra y Jamaica",-31.32846,-64.29936
1592,"C1592","Ricardo Rojas",6846,"San Salvador y Jamaica",-31.32809,-64.301
1593,"C1593","Ricardo Rojas",9985,"Ricardo Rojas esq. Jamaica",-31.32731,-64.30277
1594,"C1594","Ricardo Rojas",9985,"Ricardo Rojas esq. Jamaica",-31.32731,-64.30277
1595,"C1595","Ricardo Rojas",9849,"Jamaica y San Salvador",-31.32799,-64.30155
1596,"C1596","Ricardo Rojas",9670,"Bell Ville y San Marcos Sierras",-31.32852,-64.29923
1597,"C1597","Ricardo Rojas",9500,"San Marcos Sierras y Los Reartes  ",-31.32891,-64.29748
1598,"C1598","Ricardo Rojas",9370,"Laborde y Ausonia = Almaceneros",-31.32967,-64.29486
1599,"C1599","Ricardo Rojas",9250,"Ausonia y Bruzone = Almaceneros",-31.33213,-64.29284
1600,"C1600","Ricardo Rojas",9100,"Bruzone y Seeber = Almaceneros",-31.33456,-64.29219
1601,"C1601","Manuel de Falla",7388,"Ricardo Rojas y Vinter = Almaceneros",-31.33618,-64.29028
1602,"C1602","Manuel de Falla",7300,"Ricardo Rojas y Vinter = Almaceneros",-31.33711,-64.2903
1603,"C1603","Manuel de Falla",7100,"Vinter y Arias = Almaceneros",-31.33897,-64.29037
1604,"C1604","Manuel de Falla",6863,"Vinter y Arias = Almaceneros",-31.33991,-64.29036
1605,"C1605","Entrada Warcalde",,"Manuel de Falla y Zanon = Warcalde",-31.34097,-64.29087
1606,"C1606","Zanon",9128,"Molino de Torres y Algarrobo",-31.34117,-64.29352
1607,"C1607","Zanon",9300,"Los Algarrobos y De la Capilla",-31.34023,-64.29478
1608,"C1608","Zanon",9468,"De la Capilla y Quintas de Cremader",-31.3391,-64.29629
1609,"C1609","Zanon",9695,"La Gargola y Eloy Martinez",-31.3376,-64.2992
1610,"C1610","Zanon",9963,"Pje Aguaducho y De la Aguada",-31.33567,-64.3029
1611,"C1611","Zanon",,"De la Aguada y Alto Hermoso",-31.33455,-64.30474
1612,"C1612","Zanon",,"Esquina con Ricardo Santos = Warcalde",-31.33345,-64.30656
1613,"C1613","Ricardo Santos",,"Angualasto y Pampa de los Guanacos",-31.33461,-64.3098
1614,"C1614","Ricardo Santos",,"Pampas de los Guanacos y Agualasto",-31.33461,-64.3098
1615,"C1615","Ricardo Santos",,"Esquina con Zanon = Warcalde",-31.33333,-64.30745
1616,"C1616","Zanon",10100,"Los Parlamentos y De la Aguada = Warcald",-31.3339,-64.30591
1617,"C1617","Zanon",9931,"De la Aguada y Pje. Aguaducho",-31.33581,-64.30278
1618,"C1618","Zanon",9695,"Eloy Martinez y Sin Datos = Warcalde",-31.33752,-64.29996
1619,"C1619","Zanon",9500,"Frente Ex Banco Hipotecario Nacional",-31.33836,-64.29742
1620,"C1620","Zanon",9400,"Quintas de Cremader y De la Capilla",-31.33931,-64.29611
1621,"C1621","Zanon",9121,"Monseños D'amico y Molino Viejo",-31.34091,-64.29396
1622,"C1622","Salida Warcalde",,"Esquina Manuel de Falla = Warcalde",-31.34103,-64.29099
1623,"C1623","Martinolli",8911,"Manuel de Falla y Doering",-31.3427,-64.28934
1624,"C1624","Martinolli",8819,"Di Francia y San Pedro Nolasco",-31.3445,-64.28675
1625,"C1625","Martinolli",8711,"La Gilda y Padre Santiago Alberione",-31.34584,-64.28436
1626,"C1626","Martinolli",8500,"Padre Santiago Alberione y Carolina",-31.34669,-64.2817
1627,"C1627","Martinolli",8300,"Enquen y Viracocha",-31.34691,-64.27829
1628,"C1628","Martinolli",8156,"Yupanqui y Curaquen",-31.347061,-64.275705
1629,"C1629","Martinolli",8105,"Curaquen y Biutrago",-31.347178,-64.273731
1630,"C1630","Martinolli",7900,"Barany y Sabin",-31.34737,-64.27111
1631,"C1631","Martinolli",7707,"Richards y Garzon",-31.34751,-64.26821
1632,"C1632","Martinolli",7415,"Ostwald y Heriberto Martinez",-31.34767,-64.26595
1633,"C1633","Martinolli",7095,"Fernando Braun y Edison",-31.34797,-64.26184
1634,"C1634","Martinolli",6939,"Cajal y Spemann",-31.34805,-64.26033
1635,"C1635","Martinolli",6675,"Ferreyra y Lasalle",-31.34828,-64.25691
1636,"C1636","Martinolli",6200,"Chagas y Neper",-31.34906,-64.2536
1637,"C1637","Martinolli",5900,"Tyvho Brahe y Branly",-31.35027,-64.25129
1638,"C1638","Gauss",5975,"Martinolli y Avogadro",-31.35246,-64.24928
1639,"C1639","Gauss",5824,"Avogadro y Pascal",-31.35466,-64.25017
1640,"C1640","Gauss",5713,"Pascal y Mariotte",-31.35599,-64.25072
1641,"C1641","Gauss",5527,"Gay Lussac y Joule",-31.35817,-64.2516
1642,"C1642","Gauss",5341,"Lagrange y Dalambert",-31.36048,-64.25252
1643,"C1643","Gauss",5055,"Boyle y Berzelius",-31.36319,-64.25357
1644,"C1644","Papin",5054,"Berzelius y Laplace",-31.36408,-64.25276
1645,"C1645","Laplace",5184,"Papin y Fresnel",-31.36241,-64.25099
1646,"C1646","Laplace",5419,"Henry y Lineo",-31.36122,-64.24866
1647,"C1647","Laplace",5525,"Berthelot y Julio Vernes",-31.36014,-64.24605
1648,"C1648","Laplace",5700,"Gay Lussac y Mariotte",-31.35903,-64.24359
1649,"C1649","Laplace",5800,"Mariotte y Jeronimo Cardan",-31.35837,-64.24217
1653,"C1653","Rafael Nuñez",4431,"De los Rios y Gavier",-31.36694,-64.23444
1660,"C1660","Rafael Nuñez",3660,"Jose Otero y Orma",-31.37808,-64.22483
1663,"C1663","Caraffa",2935,"Octavio Pinto y Galeano",-31.38602,-64.21851
1669,"C1669","Castro Barros",1527,"Copacabana y 6 de Julio",-31.39193,-64.20331
1672,"C1672","Castro Barros",965,"Bialet Masse y Neuquen",-31.39652,-64.20037
1674,"C1674","Castro Barros",417,"Santa Fe y Coronel Olmedo",-31.40118,-64.19656
1681,"C1681","Hipolito Irigoyen",57,"San Juan y Montevideo",-31.42101,-64.18849
1682,"C1682","Hipolito Irigoyen",175,"Obispo Trejo y San Luis",-31.42281,-64.18756
1697,"C1697","Borda",,"Ornstein y Revello",-31.31725,-64.26032
1698,"C1698","Furlong",9053,"Borda y Ibarguren",-31.31725,-64.2591
1699,"C1699","Furlong y Yaven",8960,"Ibarguren y Sin Datos",-31.31848,-64.25827
1700,"C1700","Yaben",6900,"Furlong y Revello",-31.3201,-64.25715
1703,"C1703","Pizzolatto",7036,"Menditeguy y Giannini",-31.32191,-64.25813
1704,"C1704","Pizzolatto",7144,"Gianini y Hnos Grimm",-31.32138,-64.25965
1705,"C1705","Malalco",7050,"Pizzolatto y Pillahuenu",-31.32137,-64.26108
1706,"C1706","Malalco",7184,"Chapisgasta y Tabacue",-31.32212,-64.26251
1707,"C1707","Malalco",7350,"Kawall y Matra",-31.32313,-64.26449
1708,"C1708","Malalco",7288,"Liencura y Fangio",-31.32387,-64.26594
1709,"C1709","Fangio",8350,"Wieland y Miguel Marin",-31.32536,-64.26563
1710,"C1710","Beta",7405,"Fagio y Artagoveitia",-31.32566,-64.26404
1711,"C1711","Beta",7164,"Carlos Lusso y Fabio Pessatti",-31.32559,-64.26015
1712,"C1712","Massetti",8260,"Bizio y Risatti",-31.32648,-64.26023
1713,"C1713","Massetti",8152,"Risatti y Cubillos",-31.32818,-64.26113
1714,"C1714","Massetti",8071,"Cubillos y Benajele",-31.32905,-64.26157
1715,"C1715","Massetti",7955,"Benajele y Cordoba",-31.33045,-64.26232
1716,"C1716","Donato Alvarez",7500,"Milone y Pozo de la Loma",-31.33322,-64.26232
1717,"C1717","Donato Alvarez",7413,"Frente Arguello Junior",-31.33594,-64.2618
1719,"C1719","Donato Alvarez",7139,"Descotte y Blas Pascal",-31.33867,-64.25731
1720,"C1720","Rafael Nuñez",6500,"Frente CPC",-31.34107,-64.25465
1728,"C1728","Rafael Nuñez",4775,"Avila y Zarate y Candonga",-31.36041,-64.23854
1732,"C1732","Rafael Nuñez",4300,"Gavier y Jose Roque Funes",-31.36809,-64.23352
1737,"C1737","Rafael Nuñez",3660,"Perez de Herrera y de Angelis",-31.37685,-64.22593
1744,"C1744","Caraffa",2313,"Alonso de Rivera y Juan Posse",-31.38868,-64.2104
1745,"C1745","Caraffa",2051,"Juan de la Serna y Progreso",-31.38962,-64.20742
1749,"C1749","Castro Barros",1125,"Galan y Bialet Masse",-31.39541,-64.2014
1756,"C1756","Colon",445,"Jujuy y Sucre",-31.41183,-64.18932
1858,"C1858","Castro Barros",987,"Matias Zapiola y Gutierrez de Ceballos",-31.39686,-64.19981
1863,"C1863","Caraffa",2253,"Julian Paz y Juan Posse",-31.388804,-64.209579
1868,"C1868","Octavio Pinto",3285,"Javier Lopez y Sagrada Familia",-31.38318,-64.22251
1873,"C1873","Rafael Nuñez",3964,"Juan Castagnino y Juan Battle Planas",-31.37224,-64.2298
1875,"C1875","Rafael Nuñez",4250,"Del Campillo y Gigena",-31.36906,-64.23251
1879,"C1879","Rafael Nuñez",4832,"Avila y Zarate y Barranca Yaco",-31.36024,-64.23848
1884,"C1884","Rafael Nuñez",6330,"Santos Nuñez y Bracamonte",-31.34437,-64.25167
1885,"C1885","Rafael Nuñez",6500,"Frente CPC",-31.34149,-64.25389
1889,"C1889","Massetti",7964,"Fage y Bejanele",-31.33124,-64.26231
1890,"C1890","Massetti",8068,"Bejanele y Cubillos",-31.32939,-64.26168
1891,"C1891","Massetti",8194,"Cubillos y Risatti",-31.32829,-64.26113
1892,"C1892","Massetti",8297,"Risatti y Chapisgasta",-31.32648,-64.26019
1893,"C1893","Beta",7180,"Chapisgasta y Tabacue",-31.32555,-64.26023
1894,"C1894","Beta",7438,"Artajoveitia y Miguel Marin",-31.32561,-64.26412
1895,"C1895","Fangio",8500,"Beta y Malalco",-31.32453,-64.26625
1896,"C1896","Malalco",7300,"Mancol y Matra",-31.3236,-64.26536
1897,"C1897","Malalco",7200,"Llancaquen y Tabacue",-31.32259,-64.26339
1898,"C1898","Malalco",7050,"Pe¤i y Pillahuenu",-31.32186,-64.26199
1899,"C1899","Pizzolatto",7114,"Malalco y Giannini",-31.32126,-64.26012
1900,"C1900","Pizzolatto",7000,"Giannini y Menditeguy",-31.32178,-64.25858
1901,"C1901","Pizzolatto",6915,"Menditeguy y Ortega",-31.32231,-64.25704
1903,"C1903","Revello",8814,"Marimon y Yaben",-31.32031,-64.25778
1904,"C1904","Ornstein",8931,"Sin Datos y Ibarguren",-31.31934,-64.25918
1905,"C1905","Borda",,"Final",-31.31765,-64.26033
1909,"C1909","Mutual Policia",,"Esq. Cauque",-31.31392,-64.26182
1910,"C1910","Cauque",,"Frente Manzana 81",-31.31279,-64.26025
1911,"C1911","Cauque",,"Frente Manzana 104",-31.31231,-64.25933
1912,"C1912","Publica Policial",,"Frente Manzana 104",-31.31329,-64.25827
1913,"C1913","Publica Policial",,"Frente Manzana 105",-31.31489,-64.25721
1914,"C1914","Publica Policial",,"Frente Manzana 246",-31.31413,-64.25527
1915,"C1915","Publica Policial",,"Esq. Manzana 246",-31.3139,-64.25481
1916,"C1916","Ibarguren",,"3 Cuadras antes de Peña",-31.3154,-64.25465
1917,"C1917","Publica Policial",,"Frente Manzana 4",-31.31694,-64.25473
1918,"C1918","Peña",,"Tomasini y Yaben",-31.31851,-64.25476
1919,"C1919","Peña",,"Llegando a Marimon",-31.32017,-64.25362
1920,"C1920","Marimon",6746,"Calviño y Manuel Bordeu",-31.32061,-64.25431
1922,"C1922","Ortega",8650,"Esquina Pizzolatto",-31.32186,-64.25638
1923,"C1923","Pizzolatto",6820,"Ortega y Sin Datos",-31.32285,-64.25559
1925,"C1925","Calviño",8365,"Ernesto Bossola y Ovides",-31.32573,-64.25413
1930,"C1930","Fermin Martin",7850,"Bejanele y Bejanele",-31.3315,-64.2469
1939,"C1939","Los Alemanes",5831,"Della Paolera y Lo Celso",-31.34337,-64.24331
1941,"C1941","Potel Junot",6751,"Elkin y Oddone",-31.34525,-64.24202
1942,"C1942","Potel Junot",6551,"Carlos Claro y Alfredo Voglino",-31.34675,-64.24344
1943,"C1943","Potel Junot",6459,"Carlos Aubone y Belisario Caraffa",-31.34784,-64.24446
1944,"C1944","Potel Junot",6100,"Pje. Potel Junot y Rafael Nuñez",-31.351,-64.24716
1949,"C1949","Rafael Nuñez",4653,"Hugo Wast y Felix Garzon",-31.36305,-64.23708
1951,"C1951","Rafael Nuñez",4481,"Reinafe y Gavier",-31.36715,-64.23431
1956,"C1956","Rafael Nuñez",3828,"Berrotaran y Arruabarrena",-31.37483,-64.22772
1958,"C1958","Rafael Nuñez",3567,"Jose Otero y Orma",-31.37825,-64.22472
1971,"C1971","Castro Barros",617,"Brandsen y Chaco",-31.39936,-64.19782
1978,"C1978","Velez Sarsfield",254,"Caseros y Duarte Quiros",-31.41766,-64.18775
1982,"C1982","Illia",560,"Balcarce y Transito Caceres",-31.42297,-64.17829
1989,"C1989","Sabattini",2330,"Cataluña y Murcia",-31.43321,-64.15529
1994,"C1994","Sabattini",3300,"Frente Hiper Libertad",-31.43307,-64.14357
2034,"C2034","Sabattini",5515,"Martin Zapata y Luciano Torrent",-31.45801,-64.11012
2036,"C2036","Sabattini",5375,"Frente Fiat Auto Argentina",-31.45509,-64.1131
2045,"C2045","Ramos Mejia",2535,"Fiambala y Andalgala",-31.43859,-64.1234
2050,"C2050","Sabattini",4417,"Simbolar y Totoralejos",-31.43673,-64.12935
2059,"C2059","Sabattini",2400,"Guillermo Marconi y Da Vinci",-31.43296,-64.15376
2061,"C2061","Sabattini",1923,"Barcelona e Issasa",-31.43299,-64.15948
2071,"C2071","Corro",73,"27 de Abril y Dean Funes",-31.41436,-64.19392
2089,"C2089","Rafael Nuñez",3692,"De Angelis y Perez de Herrera",-31.37645,-64.22608
2102,"C2102","Potel Junot",6482,"Belisario Caraffa y Aubone",-31.34812,-64.2446
2103,"C2103","Potel Junot",6582,"Voglino y Carlos Claro",-31.34663,-64.24324
2105,"C2105","Potel Junot",6900,"Elkin y Los Alemanes",-31.34368,-64.24188
2106,"C2106","Los Alemanes",5890,"Lo Celso y Della Paolera",-31.34332,-64.24288
2107,"C2107","Taravella",,"Esquina con Toledo",-31.34222,-64.243559
2108,"C2108","Toledo",6880,"Frente Hogas San Camilo",-31.34217,-64.24506
2109,"C2109","Toledo",7036,"Esquina con S. Funes",-31.34058,-64.24365
2110,"C2110","IPV Raul Ferreyra",,"Manzana G Lote 3",-31.33984,-64.24424
2111,"C2111","Gritti",,"Esquina con Fermin Martin",-31.33743,-64.24585
2112,"C2112","Fermin Martin",7500,"Riganti y Redelico",-31.33577,-64.24651
2113,"C2113","Fermin Martin",7700,"Pasciuli y Fage",-31.33386,-64.24635
2114,"C2114","Fermin Martin",7900,"Fage y Bejanele",-31.33245,-64.24636
2116,"C2116","Cabalen",6400,"Fermin Martin y Sesarego",-31.32926,-64.24834
2117,"C2117","Cabalen",6626,"Tristany y Calviño",-31.32931,-64.25236
2122,"C2122","Pizzolatto",6757,"Calvi¤o y Sin Datos",-31.3233,-64.25421
2124,"C2124","Ortega",8700,"Roatta y Marimon",-31.32119,-64.25641
2126,"C2126","Marimon",,"M. Calviño y Peña",-31.32062,-64.25366
2127,"C2127","Publica",,"Frente Colegio Artemio Aran",-31.31888,-64.25444
2128,"C2128","Peña",,"Yaben y Tomassini",-31.31802,-64.25505
2129,"C2129","Publica Coop. 16 Nov",,"Frente Manzana 7 ",-31.31709,-64.25436
2130,"C2130","Publica Coop. 16 Nov",,"Fremte Manzana 171 ",-31.31644,-64.25364
2131,"C2131","Publica Coop. 16 Nov",,"Frente Manzana 171 Lote 4",-31.31561,-64.25377
2132,"C2132","Publica Coop. 16 Nov",,"Frente Manzana 179 ",-31.31467,-64.25411
2133,"C2133","Publica Coop. 16 Nov",,"Frente Manzana 243 ",-31.31425,-64.25441
2134,"C2134","Publica Coop. 16 Nov",,"Frente Manzana 240 ",-31.31425,-64.25441
2135,"C2135","Manzana 240 Lote 2",,"Sin Datos",-31.31425,-64.25441
2136,"C2136","Publica Coop. 16 Nov",,"Frente Manzana 232 ",-31.31261,-64.25871
2137,"C2137","Publica Coop. 16 Nov",,"Frente Manzana 80 ",-31.3126,-64.25994
2138,"C2138","Cauque",,"Cauque esq Publica",-31.31356,-64.2619
2143,"C2143","Amuchastegui",5860,"Borda y Pje. Publico",-31.31669,-64.2573
2144,"C2144","Amuchastegui",,"Pje Publico y J. Yaben",-31.31837,-64.25616
2145,"C2145","Amuchastegui",,"Frente Manzana 162  Esquina Marimon",-31.32042,-64.25477
2146,"C2146","Ortega",8774,"Marimon y Roatta",-31.32116,-64.25644
2148,"C2148","Pizzolatto",6821,"Ortega y Sin Datos",-31.32275,-64.25588
2149,"C2149","Calviño",8489,"Esquina Gussi",-31.32392,-64.25402
2150,"C2150","Calviño",8287,"Bossola y Ovides",-31.32582,-64.25411
2151,"C2151","Calviño",8200,"Ovides y Patria",-31.32721,-64.2541
2152,"C2152","Calviño",8113,"Anticaglia y Cabalen",-31.32865,-64.25411
2153,"C2153","Cabalen",6600,"Calviño y Tristany",-31.32936,-64.25252
2154,"C2154","Cabalen",6400,"Sesarego y Fermin Martin",-31.32932,-64.24898
2155,"C2155","Fermin Martin",8100,"Cabalen y Calle Publica",-31.32929,-64.24726
2157,"C2157","Fermin Martin",7700,"Fage y Pasciuli",-31.33376,-64.24641
2158,"C2158","Fermin Martin",7507,"Pasciuli y Riganti",-31.33518,-64.24655
2159,"C2159","Fermin Martin",7335,"Esquina Gritto",-31.33703,-64.24655
2166,"C2166","Potel Junot",6885,"Los Alemanes y",-31.34337,-64.24199
2169,"C2169","Potel Junot",6459,"Carlos Aubone y Belisario Caraffa",-31.3485,-64.24501
2172,"C2172","Rafael Nuñez",5471,"Pappin y Parmenio Ferrer",-31.35315,-64.24571
2174,"C2174","Martinolli",5185,"Astrada Ponce y Bunsen",-31.35693,-64.24314
2175,"C2175","La Cordillera",4841,"El Gaucho y Andres Blanqui",-31.35892,-64.23706
2176,"C2176","La Cordillera",4711,"Martin Fierro y Candonga",-31.35958,-64.23555
2177,"C2177","La Cordillera",4535,"Leopoldo Buteler y Pizarro",-31.36089,-64.23254
2178,"C2178","La Cordillera",4249,"Obispo Mercadillo y Martel de los Rios",-31.36218,-64.22959
2179,"C2179","La Cordillera",4113,"Martel de los Rios y Gavier",-31.36281,-64.2281
2180,"C2180","La Cordillera",4027,"Bernardo Capdevilla y Jose Roque Funes",-31.36325,-64.22713
2181,"C2181","La Cordillera",3719,"Loaysa y Varela",-31.36456,-64.22409
2182,"C2182","La Cordillera",3447,"Laferrere y Rodriguez del Busto",-31.36562,-64.22161
2183,"C2183","Rodriguez del Busto",3627,"Guttero y Battle Planas",-31.36852,-64.22117
2184,"C2184","Rodriguez del Busto",3219,"Alfredo Guido y Castagnino",-31.37097,-64.22171
2185,"C2185","Rodriguez del Busto",3047,"Posse y Viola",-31.37238,-64.22202
2186,"C2186","Rodriguez del Busto",2753,"Montenegro y Malvino",-31.37567,-64.22273
2187,"C2187","Rodriguez del Busto",2362,"Goicoechea y Rafael Nuñez",-31.37816,-64.22331
2190,"C2190","Caraffa",2939,"Octavio Pinto y Luis Galeano",-31.38611,-64.21831
2191,"C2191","Caraffa",2717,"Armendariz y Claudio Cuenca",-31.387,-64.21557
2204,"C2204","Colon",731,"Urquiza y Fragueiro",-31.41054,-64.19293
2206,"C2206","Gral. Paz",7,"9 de Julio y Dean Funes",-31.41484,-64.18665
2224,"C2224","Punilla",2200,"Sabattini y Caucete",-31.43273,-64.13439
2225,"C2225","Punilla",2017,"Cabalango y Quilino",-31.43074,-64.13174
2228,"C2228","Sacanta",1228,"Las Arrias y Guandacol",-31.43026,-64.12771
2229,"C2229","Junin",4667,"Chamical y Soto",-31.42981,-64.12561
2230,"C2230","Junin",4900,"Pichanas y Ramos Mejia",-31.42978,-64.12396
2231,"C2231","Junin",5100,"Mario Bravo y Callao",-31.42975,-64.12065
2232,"C2232","Cangallo",1838,"Junin y Rosales",-31.43014,-64.11927
2233,"C2233","Cangallo",2068,"Ariza y Arroyo",-31.43253,-64.11927
2234,"C2234","Cangallo",2244,"Serrezuela y Medrano",-31.43442,-64.11924
2235,"C2235","Medrano",5117,"Cangallo y Callao",-31.4353,-64.12004
2236,"C2236","Madrano",4915,"Mario Bravo y Ramos Mejia",-31.43537,-64.12293
2237,"C2237","Ramos Mejia",2485,"Talacasto y Tinogasta",-31.43703,-64.12347
2240,"C2240","Calingasta",5381,"Boedo y  Almagro",-31.441031,-64.11737
2241,"C2241","Publica",,"Esquina con Calingasta",-31.44109,-64.11382
2246,"C2246","Publica IPV Cno V. Pose",,"Sobre la Manzana 29",-31.4466,-64.11109
2247,"C2247","Publica IPV Cno V. Pose",,"Sobre la Manzana 31",-31.4464,-64.10929
2248,"C2248","Publica IPV Cno V. Pose",,"Sobre la Manzana 26",-31.44541,-64.10929
2249,"C2249","Publica IPV Cno V. Pose",,"Sobre la Manzana 21",-31.44446,-64.1093
2250,"C2250","Publica IPV Cno V. Pose",,"Sobre la Manazana 11",-31.44251,-64.10926
2251,"C2251","Publica IPV Cno V. Pose",,"Sobre la Manzana 3",-31.44176,-64.11029
2252,"C2252","Tulumba",,"Esquina Calingasta",-31.44133,-64.11103
2262,"C2262","Ramos Mejia",2400,"Tinogasta y Talacasto",-31.43657,-64.12345
2263,"C2263","Medrano",4950,"Ramos Mejia y Mario Bravo",-31.43536,-64.12288
2264,"C2264","Medrano",5083,"Mario Bravo y Callao",-31.43532,-64.12056
2265,"C2265","Cangallo",2211,"Medrano y Serrezuela",-31.43483,-64.11921
2266,"C2266","Cangallo",2012,"Arroyo y Ariza",-31.4323,-64.11924
2267,"C2267","Cangallo",1814,"Rosales y Junin",-31.43032,-64.11927
2268,"C2268","Junin",5004,"Callao y Mario Bravo",-31.42975,-64.12149
2269,"C2269","Junin",4850,"Ramos Mejia y Pichanas",-31.42975,-64.12377
2270,"C2270","Junin",4525,"Emilio Salgari y Guandacol",-31.42978,-64.12671
2271,"C2271","Guandacol",1915,"Rosales y Las Arrias",-31.43087,-64.1272
2272,"C2272","Tancacha",1894,"Guandacol y Pascanas",-31.43201,-64.12793
2273,"C2273","Pascanas",4123,"Sacanta y Ucacha",-31.43111,-64.12915
2274,"C2274","Pascanas",4000,"Athos Pampa y Punilla",-31.43004,-64.13026
2275,"C2275","Punilla",2078,"Quilino y Cavalango",-31.43093,-64.13208
2276,"C2276","Punilla",2217,"Caucete y Sabattini",-31.43221,-64.13381
2280,"C2280","Sabattini",3165,"Hiper Libertad y Gorriti",-31.43316,-64.14543
2287,"C2287","Sabattini",1625,"Unamuno y Benavente",-31.43159,-64.16397
2292,"C2292","San Jeronimo",483,"Parana y Obispo Salguero",-31.41908,-64.17799
2293,"C2293","27 de Abril",50,"Frente Catedral",-31.41696,-64.18486
2308,"C2308","Caraffa",2786,"Claudio Cuenca y Gato y Mancha",-31.38683,-64.21577
2309,"C2309","Caraffa",2934,"Luis Galeano y Pedroni",-31.38619,-64.2178
2312,"C2312","Goycoechea",3370,"Albornoz y Rodriguez del Busto",-31.37826,-64.22319
2313,"C2313","Rodriguez del Busto",2817,"Goycoechea y Bacacay",-31.37584,-64.22277
2314,"C2314","Rodriguez del Busto",3068,"Roberto Viola y Los Granaderos",-31.37336,-64.2222
2315,"C2315","Rodriguez del Busto",3174,"Los Granaderos y Dinosaurio Mall",-31.37147,-64.2218
2316,"C2316","Rodriguez del Busto",3523,"Frente Dinosaurio Mall",-31.36767,-64.22085
2317,"C2317","La Cordillera",3500,"Frente Orfeo",-31.36551,-64.2216
2318,"C2318","La Cordillera",3850,"Juan Cruz Varela y Bustamante",-31.3642,-64.22474
2319,"C2319","La Cordillera",4046,"Capdevila y Gavier",-31.36304,-64.22738
2320,"C2320","La Cordillera",4294,"Matel de los Rios y Obispo Mercadillo",-31.36195,-64.22991
2321,"C2321","La Cordillera",4568,"Pizarro y Buteler",-31.3611,-64.23186
2322,"C2322","La Cordillera",4700,"Manuel Lopez y Candonga",-31.35992,-64.23463
2323,"C2323","La Cordillera",4822,"Blanqui y El Gaucho",-31.3597,-64.23515
2324,"C2324","Rafael Nuñez",5220,"Nudo Vial y Gaviola",-31.35588,-64.24259
2325,"C2325","Rafael Nuñez",5471,"Pappin y Parmenio Ferrer",-31.352947,-64.245862
2326,"C2326","Potel Junot",6184,"Rafael Nuñez y Francisco de Olea",-31.35044,-64.24668
2329,"C2329","Potel Junot",6751,"Oddone y Elkin",-31.34584,-64.24254
2332,"C2332","Los Alemanes",5979,"Frente Plaza",-31.34328,-64.24523
2338,"C2338","Fermin Martin",,"Esquina con Gritti",-31.33741,-64.24599
2342,"C2342","Fermin Martin",8043,"Bejanele y Cabalen",-31.33023,-64.24687
2345,"C2345","Calviño",8130,"Cabalen y Anticaglia",-31.32898,-64.25411
2346,"C2346","Calviño",8200,"Patria y Ovides",-31.32797,-64.25411
2347,"C2347","Calviño",8287,"Ovides y Bossola",-31.32606,-64.25412
2348,"C2348","Calviño",8550,"Marimon y Bucci",-31.32465,-64.25413
2350,"C2350","Pizzolatto",6894,"Esquina con Ortega",-31.32247,-64.25652
2351,"C2351","Ortega",8800,"Roatta y Marimon",-31.32103,-64.25643
2352,"C2352","Marimon",,"Julian Elguea y Amuchastegui",-31.32062,-64.255
2353,"C2353","Amuchastegui",8614,"Frente a la Plaza",-31.31891,-64.25576
2354,"C2354","Amuchastegui",8739,"Ibaguren y Tomasini",-31.31728,-64.25688
2355,"C2355","Peña",,"Esquina con Borda",-31.31637,-64.25751
2356,"C2356","Borda",,"Esquina con Calle Publica",-31.31665,-64.25926
2357,"C2357","Unidad Nacional",300,"Casilla",-31.30698,-64.2871
2358,"C2358","Peron",211,"Auzzani y Pucara",-31.30777,-64.28509
2359,"C2359","Peron",69,"Del Llano y Linco",-31.30845,-64.28235
2360,"C2360","Peron",15,"Esquina con Goycoechea",-31.3086,-64.28069
2361,"C2361","Donato Alvarez",9943,"Maiten y Lancun",-31.31045,-64.27883
2362,"C2362","Donato Alvarez",9800,"Estacion de Servicio",-31.31174,-64.27787
2363,"C2363","Donato Alvarez",9609,"Yafu y Boro",-31.31318611,-64.276875
2364,"C2364","Donato Alvarez",9426,"Boro y Loncoche",-31.31479167,-64.27574722
2366,"C2366","Arrayan",9133,"Cauque y Molleyaco",-31.32031944,-64.27450833
2367,"C2367","Molleyaco",7729,"Niyeu y Donato Alvarez",-31.32012222,-64.27312778
2368,"C2368","Cauque",7450,"Coligue y Chacal",-31.31829,-64.27112
2369,"C2369","Cauque",7300,"Matra y Kawal",-31.31701,-64.26863
2370,"C2370","Tabacue",9143,"Cauque y Casuati",-31.31652,-64.2671
2371,"C2371","Tabacue",8927,"Casuati y Vulcan",-31.31815,-64.26598
2372,"C2372","Tabacue",8770,"Chaquira y Cambaceres",-31.31942,-64.26521
